,Seq Num,Obs ID,Instrument,Grating,Appr Exp ,Exposure ,Target Name,PI Name,RA,Dec,Status,Data Mode,Exp Mode ,Avg Cnt Rate,Evt Cnt,Start Date,Public Release Date,Proposal,Science Category,Type,Obs Cycle,Prop Cycle,Joint,Gname
537,601236,18053,ACIS-I,NONE,31.8,29.59,M81,Swartz,148.553,69.027,archived,VFAINT,TE,4.417364452,130689.0,1/15/2017 6:51,1/16/2018 11:01,17620477,NORMAL GALAXIES,GO,17,17,None,MESSIER 081
538,601236,18054,ACIS-I,NONE,67.0,65.71,M81,Swartz,148.553,69.027,archived,VFAINT,TE,3.084217746,202660.0,6/21/2016 8:35,1/16/2018 11:01,17620477,NORMAL GALAXIES,GO,17,17,None,MESSIER 081
539,601244,18062,ACIS-I,NONE,25.0,23.2,M82,Harrison,148.97,69.679,archived,FAINT,TE,1.834962702,42563.0,1/26/2016 19:44,1/27/2017 13:21,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
540,601245,18063,ACIS-I,NONE,25.0,23.2,M82,Harrison,148.97,69.679,archived,FAINT,TE,1.6822152469999998,39020.0,2/24/2016 0:37,2/24/2017 11:31,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
541,601246,18064,ACIS-I,NONE,25.0,23.19,M82,Harrison,148.97,69.679,archived,FAINT,TE,1.4602692590000002,33859.0,4/5/2016 16:04,4/12/2017 5:31,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
542,601247,18065,ACIS-I,NONE,25.0,23.2,M82,Harrison,148.97,69.679,archived,FAINT,TE,2.300047813,53351.0,7/29/2016 7:50,8/1/2017 5:21,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
543,601248,18066,ACIS-I,NONE,25.0,23.2,M82,Harrison,148.97,69.679,archived,FAINT,TE,2.208392518,51225.0,9/3/2016 10:11,9/5/2017 22:11,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
544,601249,18067,ACIS-I,NONE,25.0,24.12,M82,Harrison,148.97,69.679,archived,FAINT,TE,2.425782714,58516.0,7/1/2016 23:18,7/4/2017 17:21,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
545,601250,18068,ACIS-I,NONE,25.0,23.2,M82,Harrison,148.97,69.679,archived,FAINT,TE,1.652618476,38338.0,4/24/2016 20:02,4/27/2017 6:06,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
546,601251,18069,ACIS-I,NONE,25.0,23.2,M82,Harrison,148.97,69.679,archived,FAINT,TE,1.721252344,39930.0,6/3/2016 22:10,6/5/2017 11:36,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
547,601252,18070,ACIS-I,NONE,25.0,23.2,M82,Harrison,148.97,69.679,archived,FAINT,TE,1.7022650430000001,39489.0,10/8/2016 0:39,10/10/2017 7:31,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
548,601253,18071,ACIS-I,NONE,25.0,23.17,M82,Harrison,148.97,69.679,archived,FAINT,TE,2.88520132,66836.0,11/3/2016 7:26,11/4/2017 11:05,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
549,601254,18072,ACIS-I,NONE,25.0,23.62,M82,Harrison,148.97,69.679,archived,FAINT,TE,1.4744147090000002,34824.0,12/1/2016 9:35,12/2/2017 16:05,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
550,601255,18073,ACIS-I,NONE,40.0,37.06,M82,Harrison,148.97,69.679,archived,FAINT,TE,2.38351458,88330.0,8/19/2016 8:49,8/22/2017 5:21,17620695,NORMAL GALAXIES,GO,17,17,None,MESSIER 082
551,502651,18340,ACIS-S,NONE,30.0,27.67,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,10.11492941,279850.0,5/5/2016 1:55,5/5/2017 16:37,17500142,SN, SNR AND ISOLATED NS,GO,17,17,SN2014C
552,502652,18341,ACIS-S,NONE,30.0,29.65,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,11.162991900000002,330978.0,10/24/2016 9:44,10/25/2017 5:51,17500142,SN, SNR AND ISOLATED NS,GO,17,17,SN2014C
553,502653,18342,ACIS-S,NONE,30.0,28.08,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,11.83312169,332300.0,6/9/2017 18:22,6/13/2018 6:01,17500142,SN, SNR AND ISOLATED NS,GO,18,17,SN2014C
554,502654,18343,ACIS-S,NONE,10.0,9.92,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,11.87770991,117850.0,4/22/2018 16:43,4/23/2019 6:25,17500142,SN, SNR AND ISOLATED NS,GO,19,17,SN2014C
555,703280,18352,ACIS-S,NONE,10.0,9.99,NGC 660,Annuar,25.76,13.645999999999999,archived,FAINT,TE,5.03667082,50328.0,8/26/2015 20:11,8/27/2015 12:46,16708524,ACTIVE GALAXIES AND QUASARS,DDT,16,16,None,NGC 0660
556,601200,18440,ACIS-S,NONE,52.0,50.98,NGC 7457,Peacock,345.25,30.145,archived,FAINT,TE,4.895059065,249552.0,9/16/2015 12:53,9/18/2016 22:41,16620677,NORMAL GALAXIES,GO,16,16,HST,NGC 7457
557,601256,18454,ACIS-I,NONE,50.0,49.46,NGC6744,Garmire,287.442,-63.858000000000004,archived,VFAINT,TE,2.24884547,111232.0,6/29/2016 6:53,6/30/2017 8:51,17610797,NORMAL GALAXIES,GTO,17,17,None,NGC 6744
558,601257,18455,ACIS-I,NONE,50.0,49.47,NGC2835,Garmire,139.47,-22.355,archived,VFAINT,TE,1.732887656,85724.0,9/27/2016 5:04,9/28/2017 12:01,17610797,NORMAL GALAXIES,GTO,17,17,None,NGC 2835
559,703289,18461,ACIS-I,NONE,5.0,5.12,Centaurus A,Kraft,201.38099999999997,-43.04,archived,FAINT,TE,4.48927676,23006.0,4/23/2016 12:33,4/25/2017 6:31,17700768,ACTIVE GALAXIES AND QUASARS,GTO,17,17,None,NGC 5128
560,703290,18462,ACIS-I,NONE,5.0,5.01,Centaurus A,Kraft,201.35299999999998,-42.998999999999995,archived,FAINT,TE,4.656780941,23323.0,9/20/2016 7:25,9/20/2017 14:01,17700768,ACTIVE GALAXIES AND QUASARS,GTO,17,17,None,NGC 5128
561,502661,18760,ACIS-S,NONE,5.0,4.96,ASASSN 16at,Grupe,193.815,0.1,archived,VFAINT,TE,9.511551222000001,47172.0,2/6/2016 6:37,2/7/2016 20:11,17508531,SN, SNR AND ISOLATED NS,DDT,17,17,UGC 8041
562,601236,18875,ACIS-I,NONE,33.0,32.36,M81,Swartz,148.553,69.027,archived,VFAINT,TE,3.229328447,104492.0,6/24/2016 15:20,1/16/2018 11:01,17620477,NORMAL GALAXIES,GO,17,17,None,MESSIER 081
563,502945,19297,ACIS-S,NONE,40.0,39.54,SN 1986J,Dwarkadas,35.63,42.333,archived,VFAINT,TE,5.952698019,235357.0,11/14/2016 19:24,11/15/2017 14:25,18500592,SN, SNR AND ISOLATED NS,GO,18,18,NGC 891
564,502951,19304,ACIS-S,NONE,40.0,36.57,SN1970G,Milisavljevic,210.753,54.242,archived,VFAINT,TE,6.712591542999999,245460.0,11/8/2017 20:41,11/9/2018 9:11,18500698,SN, SNR AND ISOLATED NS,GO,18,18,SN1970G
565,601296,19339,ACIS-S,NONE,10.0,9.94,NGC 2549,McHardy,124.743,57.803000000000004,archived,FAINT,TE,6.035747035,59995.0,12/3/2017 23:06,12/4/2018 14:01,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 2549
566,601301,19344,ACIS-S,NONE,10.0,9.67,NGC 4605,McHardy,189.998,61.608999999999995,archived,FAINT,TE,5.734470856000001,55476.0,7/28/2017 7:58,7/30/2018 11:51,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 4605
567,601302,19345,ACIS-S,NONE,8.0,7.96,NGC 4096,McHardy,181.505,47.478,archived,FAINT,TE,5.839884733,46505.0,11/1/2017 7:13,11/1/2018 16:01,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 4096
568,601303,19346,ACIS-S,NONE,10.0,9.78,NGC 3726,McHardy,173.338,47.028999999999996,archived,FAINT,TE,6.104309708,59703.0,3/10/2018 14:47,3/11/2019 18:11,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 3726
569,601305,19348,ACIS-S,NONE,5.0,4.73,NGC 5585,McHardy,214.951,56.729,archived,FAINT,TE,5.940652675,28081.0,5/31/2017 9:08,6/1/2018 5:21,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 5585
570,601307,19350,ACIS-S,NONE,10.0,9.94,NGC 3319,McHardy,159.79,41.687,archived,FAINT,TE,5.849398343,58126.0,1/16/2017 23:51,1/19/2018 16:12,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 3319
571,601308,19351,ACIS-S,NONE,10.0,9.94,NGC 4242,McHardy,184.375,45.619,archived,FAINT,TE,6.1111957420000005,60724.0,3/10/2018 11:27,3/14/2019 12:51,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 4242
572,601311,19354,ACIS-S,NONE,8.0,7.96,NGC 2541,McHardy,123.667,49.06100000000001,archived,FAINT,TE,5.875341178999999,46782.0,12/2/2017 22:50,12/4/2018 5:31,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 2541
573,601314,19357,ACIS-S,NONE,10.0,9.34,NGC 3738,McHardy,173.946,54.526,archived,FAINT,TE,6.078949136,56781.0,4/9/2018 17:14,4/10/2019 10:05,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 3738
574,601320,19363,ACIS-S,NONE,10.0,10.08,NGC 4460,McHardy,187.19,44.864,archived,FAINT,TE,5.830945947000001,58782.0,8/11/2017 14:17,8/14/2018 10:01,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 4460
575,601331,19374,ACIS-S,NONE,10.0,9.94,NGC 4346,McHardy,185.86599999999999,46.994,archived,FAINT,TE,5.7456575679999995,57096.0,10/24/2017 9:03,10/31/2018 8:21,18620515,NORMAL GALAXIES,GO,18,18,None,NGC 4346
576,601343,19386,ACIS-S,NONE,10.0,9.93,NGC 4527,Soria,188.535,2.654,archived,VFAINT,TE,10.67089563,105970.0,12/18/2016 16:17,12/21/2017 12:12,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4527
577,601344,19387,ACIS-S,NONE,15.0,14.87,NGC 4536,Soria,188.613,2.188,archived,VFAINT,TE,10.69373158,158974.0,7/1/2017 22:10,7/10/2018 8:31,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4536
578,601349,19392,ACIS-S,NONE,15.0,14.22,NGC 4302,Soria,185.42700000000002,14.597999999999999,archived,VFAINT,TE,11.09339141,157754.0,4/9/2018 10:32,4/12/2019 13:25,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4302
579,601350,19393,ACIS-S,NONE,10.0,9.93,NGC 4654,Soria,190.986,13.127,archived,VFAINT,TE,10.61007712,105370.0,12/14/2016 16:34,12/15/2017 9:22,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4654
580,601351,19394,ACIS-S,NONE,10.0,9.93,NGC 4419,Soria,186.735,15.047,archived,VFAINT,TE,10.02540091,99559.0,12/24/2016 17:52,12/25/2017 17:12,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4419
581,601354,19397,ACIS-S,NONE,8.0,7.81,NGC 4298,Soria,185.387,14.606,archived,VFAINT,TE,11.07917574,86493.0,4/9/2018 14:44,4/10/2019 11:05,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4298
582,601360,19403,ACIS-S,NONE,8.0,7.96,NGC 4607,Soria,190.30200000000002,11.887,archived,VFAINT,TE,10.96252119,87237.0,5/9/2018 5:16,5/11/2019 8:45,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4607
583,601364,19407,ACIS-S,NONE,8.0,7.96,NGC 4532,Soria,188.58,6.468,archived,VFAINT,TE,11.39748256,90690.0,5/15/2018 6:00,5/17/2019 15:05,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4532
584,601368,19411,ACIS-S,NONE,8.0,8.45,NGC 4519,Soria,188.37599999999998,8.655,archived,VFAINT,TE,11.04246776,93342.0,5/5/2018 18:12,5/6/2019 11:05,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4519
585,601371,19414,ACIS-S,NONE,8.0,7.95,NGC 4312,Soria,185.63099999999997,15.538,archived,VFAINT,TE,10.70299378,85139.0,2/15/2017 21:17,2/16/2018 5:32,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4312
586,601373,19416,ACIS-S,NONE,8.0,7.96,NGC 4313,Soria,185.66,11.800999999999998,archived,VFAINT,TE,11.16516511,88839.0,4/14/2018 0:02,4/16/2019 14:25,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4313
587,601374,19417,ACIS-S,NONE,8.0,8.11,NGC 4396,Soria,186.495,15.671,archived,VFAINT,TE,10.67054496,86506.0,5/25/2018 1:56,5/25/2019 10:36,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4396
588,601378,19421,ACIS-S,NONE,8.0,7.61,IC 3392,Soria,187.18,14.999,archived,VFAINT,TE,11.01384699,83804.0,4/11/2018 13:28,4/13/2019 5:05,18620568,NORMAL GALAXIES,GO,18,18,None,IC 3392
589,601379,19422,ACIS-S,NONE,8.0,8.09,NGC 4498,Soria,187.915,16.852999999999998,archived,VFAINT,TE,11.28989747,91362.0,4/7/2018 11:55,4/8/2019 16:45,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4498
590,601385,19428,ACIS-S,NONE,8.0,7.8,NGC 4522,Soria,188.415,9.175,archived,VFAINT,TE,11.06066491,86326.0,5/5/2018 23:27,5/6/2019 11:05,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4522
591,601394,19437,ACIS-S,NONE,8.0,7.69,NGC 4606,Soria,190.24,11.912,archived,VFAINT,TE,10.32012494,79378.0,4/21/2017 23:34,4/24/2018 14:02,18620568,NORMAL GALAXIES,GO,18,18,None,NGC 4606
592,703345,19497,ACIS-S,NONE,25.0,24.52,Mrk 59,Yang,194.75099999999998,34.845,archived,VFAINT,TE,11.00730878,269848.0,3/7/2018 11:50,3/19/2019 14:25,18700307,ACTIVE GALAXIES AND QUASARS,GO,18,18,None,Mrk 59
593,703369,19521,ACIS-S,NONE,15.0,14.87,Centaurus A,Nulsen,201.365,-43.019,archived,FAINT,TE,11.99725628,178386.0,9/17/2017 23:25,9/21/2018 7:21,18700535,ACTIVE GALAXIES AND QUASARS,GO,18,18,NRAO,NGC 5128
594,703370,19522,ACIS-I,NONE,40.0,37.76,M51,Brightman,202.484,47.231,archived,FAINT,TE,2.863053313,108101.0,3/17/2017 0:48,3/19/2018 13:52,18700575,ACTIVE GALAXIES AND QUASARS,GO,18,18,NuSTAR,MESSIER 051
595,703372,19524,ACIS-S,NONE,20.0,19.79,NGC 1792,Annuar,76.31,-37.981,archived,FAINT,TE,6.482590802000001,128263.0,11/23/2016 6:28,11/24/2017 20:15,18700577,ACTIVE GALAXIES AND QUASARS,GO,18,18,NuSTAR,NGC 1792
596,703462,19747,ACIS-I,NONE,5.0,5.0,Centaurus A,Kraft,201.365,-43.019,archived,FAINT,TE,4.571118902,22866.0,5/15/2017 21:39,5/16/2018 21:31,18700751,ACTIVE GALAXIES AND QUASARS,GTO,18,18,None,NGC 5128
597,703463,19748,ACIS-I,NONE,5.0,5.0,Centaurus A,Kraft,201.43200000000002,-42.971000000000004,archived,FAINT,TE,4.936447198,24691.0,12/12/2017 4:21,12/13/2018 13:41,18700751,ACTIVE GALAXIES AND QUASARS,GTO,18,18,None,NGC 5128
598,601233,19981,ACIS-I,NONE,30.0,29.66,M81,Swartz,149.187,69.109,archived,VFAINT,TE,4.68776064,139044.0,1/11/2017 12:17,1/12/2018 8:42,17620477,NORMAL GALAXIES,GO,17,17,None,MESSIER 081
599,601236,19982,ACIS-I,NONE,68.2,67.49,M81,Swartz,148.553,69.027,archived,VFAINT,TE,3.70873795,250300.0,1/12/2017 6:03,1/16/2018 11:01,17620477,NORMAL GALAXIES,GO,17,17,None,MESSIER 081
600,503026,20333,ACIS-S,NONE,15.0,15.84,SN2002ap,Milisavljevic,24.1,15.754000000000001,archived,VFAINT,TE,12.3448784,195564.0,11/4/2018 10:51,11/4/2019 16:22,19500634,SN, SNR AND ISOLATED NS,GO,19,19,SN2002ap
601,601409,20343,ACIS-I,NONE,160.0,151.59,NGC 253,Hornschemeier,11.887,-25.288,archived,VFAINT,TE,2.551559507,386802.0,8/15/2018 19:19,8/18/2019 10:41,19620224,NORMAL GALAXIES,GO,19,19,None,NGC 0253
602,601419,20353,ACIS-S,NONE,8.0,7.96,SDSS J110458.30+290816.5,Plotkin,166.243,29.138,archived,VFAINT,TE,4.813866397,38337.0,4/20/2018 17:45,4/23/2019 11:35,19620343,NORMAL GALAXIES,GO,19,19,None,SDSS J110458.29+290816.5
603,601422,20356,ACIS-S,NONE,10.0,9.98,CXOU J022721.5+333500,Heida,36.84,33.584,archived,VFAINT,TE,5.463591359,54507.0,12/1/2017 3:37,12/1/2018 13:41,19620521,NORMAL GALAXIES,GO,19,19,None,NGC 925
604,703598,20495,ACIS-S,NONE,20.0,19.7,J0313-2546,Lemon,48.409,-25.775,archived,VFAINT,TE,12.47478034,245778.0,3/26/2018 10:18,3/27/2019 11:56,19700650,ACTIVE GALAXIES AND QUASARS,GO,19,19,None,nan
605,801783,20585,ACIS-S,NONE,50.0,50.08,NGC 5128,Irwin,201.47,-43.096000000000004,archived,FAINT,TE,10.05610577,503588.0,4/22/2019 19:47,4/23/2019 12:41,19800571,CLUSTERS OF GALAXIES,GO,19,19,None,NGC 5128
606,703617,20752,ACIS-I,NONE,5.0,5.0,Centaurus A,Kraft,201.357,-43.033,archived,FAINT,TE,4.783860334,23913.0,3/8/2018 7:30,3/8/2019 15:11,19700769,ACTIVE GALAXIES AND QUASARS,GTO,19,19,None,NGC 5128
607,703618,20753,ACIS-I,NONE,5.0,5.0,Centaurus A,Kraft,201.365,-43.019,archived,FAINT,TE,5.089705874,25457.0,8/31/2018 22:20,9/2/2019 21:21,19700769,ACTIVE GALAXIES AND QUASARS,GTO,19,19,None,NGC 5128
608,703369,20794,ACIS-S,NONE,115.0,107.24,Centaurus A,Nulsen,201.365,-43.019,archived,FAINT,TE,11.7616356,1261335.0,9/19/2017 6:57,9/21/2018 7:21,18700535,ACTIVE GALAXIES AND QUASARS,GO,18,18,NRAO,NGC 5128
609,402021,20965,ACIS-S,NONE,10.0,9.13,NGC 300 ULX-1,Vasilopoulos,13.77,-37.696,archived,VFAINT,TE,0.908337205,8296.0,2/8/2018 2:56,5/8/2018 14:01,19408635,BH AND NS BINARIES,DDT,19,19,None,NGC 300
610,402022,20966,ACIS-S,NONE,10.0,9.13,NGC 300 ULX-1,Vasilopoulos,13.77,-37.696,archived,VFAINT,TE,0.9002644759999999,8222.0,2/11/2018 16:27,5/12/2018 5:21,19408635,BH AND NS BINARIES,DDT,19,19,None,NGC 300
611,703345,20992,ACIS-S,NONE,59.0,58.46,Mrk 59,Yang,194.75099999999998,34.845,archived,VFAINT,TE,10.97130736,641392.0,3/11/2018 10:56,3/19/2019 14:25,18700307,ACTIVE GALAXIES AND QUASARS,GO,18,18,None,Mrk 59
612,703345,20993,ACIS-S,NONE,28.0,27.69,Mrk 59,Yang,194.75099999999998,34.845,archived,VFAINT,TE,11.15006391,308762.0,3/16/2018 3:59,3/19/2019 14:25,18700307,ACTIVE GALAXIES AND QUASARS,GO,18,18,None,Mrk 59
613,503043,20997,ACIS-S,NONE,19.0,20.71,SN 2011ja,Patnaude,196.296,-49.523999999999994,archived,VFAINT,TE,4.045483761,83771.0,4/24/2018 21:11,12/7/2019 14:11,19508623,SN, SNR AND ISOLATED NS,DDT,19,19,NGC 4945
614,503044,20998,ACIS-S,NONE,20.0,19.82,SN2011dh,Patnaude,202.521,47.17,archived,VFAINT,TE,4.501241726,89214.0,8/31/2018 16:07,9/1/2019 14:22,19508623,SN, SNR AND ISOLATED NS,DDT,19,19,SN2011dh
615,503045,20999,ACIS-S,NONE,15.0,14.89,SN2008ax,Patnaude,187.671,41.638000000000005,archived,VFAINT,TE,4.360437318,64910.0,11/6/2018 2:32,11/7/2019 16:07,19508623,SN, SNR AND ISOLATED NS,DDT,19,19,SN2008ax
616,503046,21000,ACIS-S,NONE,10.0,9.96,SN2013ej,Patnaude,24.2,15.759,archived,VFAINT,TE,4.051104825,40331.0,9/30/2018 20:23,10/1/2019 10:44,19508623,SN, SNR AND ISOLATED NS,DDT,19,19,SN2013ej
617,503047,21001,ACIS-S,NONE,10.0,9.96,SN2012aw,Patnaude,160.975,11.671,archived,VFAINT,TE,4.000597394,39827.0,3/26/2018 16:31,3/30/2019 13:55,19508623,SN, SNR AND ISOLATED NS,DDT,19,19,SN2012aw
618,503049,21003,ACIS-S,NONE,22.0,21.79,SN2013ak,Patnaude,121.779,-28.053,archived,VFAINT,TE,4.152408063999999,90497.0,8/5/2018 19:37,8/6/2019 10:34,19508623,SN, SNR AND ISOLATED NS,DDT,19,19,SN2013ak
619,703345,21036,ACIS-S,NONE,38.0,37.78,Mrk 59,Yang,194.75099999999998,34.845,archived,VFAINT,TE,11.02397503,416471.0,3/16/2018 23:19,3/19/2019 14:25,18700307,ACTIVE GALAXIES AND QUASARS,GO,18,18,None,Mrk 59
620,502654,21077,ACIS-S,NONE,20.0,19.79,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,12.23382593,242093.0,4/16/2018 13:17,4/23/2019 6:25,17500142,SN, SNR AND ISOLATED NS,GO,19,17,SN2014C
621,503043,21082,ACIS-S,NONE,23.0,22.78,SN 2011ja,Patnaude,196.296,-49.523999999999994,archived,VFAINT,TE,4.107487024,93566.0,12/6/2018 0:43,12/7/2019 14:11,19508623,SN, SNR AND ISOLATED NS,DDT,19,19,NGC 4945
622,402063,21230,ACIS-I,NONE,29.0,27.71,Maffei 1,Vulic,39.148,59.655,archived,FAINT,TE,3.0701928689999995,85084.0,11/19/2019 14:13,4/18/2021 12:41,20400425,BH AND NS BINARIES,GO,20,20,None,Maffei 1
623,503122,21350,ACIS-S,NONE,2.0,2.04,SN 1985F,Pooley,190.388,41.152,archived,VFAINT,TE,11.48805371,23394.0,1/4/2019 17:47,1/6/2020 17:01,20500421,SN, SNR AND ISOLATED NS,GO,20,20,NGC 4618
624,503123,21351,ACIS-S,NONE,3.0,3.04,SN 1937D,Pooley,39.836999999999996,40.872,archived,VFAINT,TE,4.890734567,14865.0,10/24/2018 13:39,10/25/2019 11:14,20500421,SN, SNR AND ISOLATED NS,GO,20,20,NGC 1003
625,503124,21352,ACIS-S,NONE,4.5,4.51,SN 2012fh,Pooley,160.892,24.891,archived,VFAINT,TE,11.52908478,51946.0,11/24/2018 16:57,11/27/2019 11:30,20500421,SN, SNR AND ISOLATED NS,GO,20,20,SN 2012fh
626,601436,21384,ACIS-I,NONE,40.0,41.97,CXO J095524.2+690957,Irwin,148.851,69.166,archived,FAINT,TE,3.815622578,160154.0,9/4/2019 21:13,9/10/2020 13:35,20620664,NORMAL GALAXIES,GO,20,20,NOAO,CXO J095524.2+690957
627,703767,21471,ACIS-S,NONE,1.0,1.1,NGC 5264,Baldassare,205.403,-29.913,archived,VFAINT,TE,5.97891864,6567.0,12/23/2018 17:16,12/24/2019 9:21,20700424,ACTIVE GALAXIES AND QUASARS,GO,20,20,None,NGC 5264
628,703768,21472,ACIS-S,NONE,1.0,1.08,UGC 05692,Baldassare,157.645,70.62100000000001,archived,VFAINT,TE,5.8268401260000005,6293.0,2/15/2019 13:38,2/16/2020 15:34,20700424,ACTIVE GALAXIES AND QUASARS,GO,20,20,None,UGC 05692
629,703769,21473,ACIS-S,NONE,5.0,5.04,NGC 1385,Baldassare,54.368,-24.500999999999998,archived,VFAINT,TE,5.670907885,28593.0,12/6/2018 15:18,12/7/2019 8:41,20700424,ACTIVE GALAXIES AND QUASARS,GO,20,20,None,NGC 1385
630,703770,21474,ACIS-S,NONE,7.0,6.83,NGC 4595,Baldassare,189.967,15.298,archived,VFAINT,TE,5.775785404,39477.0,11/15/2018 8:19,11/15/2019 13:05,20700424,ACTIVE GALAXIES AND QUASARS,GO,20,20,None,NGC 4595
631,703775,21479,ACIS-S,NONE,8.0,8.0,NGC 4525,Baldassare,188.463,30.278000000000002,archived,VFAINT,TE,5.646304402,45191.0,11/5/2018 22:52,11/7/2019 16:07,20700424,ACTIVE GALAXIES AND QUASARS,GO,20,20,None,NGC 4525
632,801827,21545,ACIS-I,NONE,32.4,32.15,CHIPS0005-2758,McDonald,1.492,-27.982,archived,VFAINT,TE,2.823601013,90785.0,9/24/2018 23:06,9/25/2019 13:44,20800437,CLUSTERS OF GALAXIES,GO,20,20,None,nan
633,503138,21639,ACIS-S,NONE,30.0,29.52,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,11.68042447,344783.0,5/24/2019 1:13,5/25/2020 9:00,20500323,SN, SNR AND ISOLATED NS,GO,20,20,SN2014C
634,503139,21640,ACIS-S,NONE,19.0,17.82,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,11.9551225,213059.0,4/16/2020 13:40,4/20/2021 5:01,20500323,SN, SNR AND ISOLATED NS,GO,21,20,SN2014C
635,601444,21647,ACIS-S,NONE,30.0,29.68,NGC 4472 ULXs,Zepf,187.415,7.909,archived,FAINT,TE,5.835071111,173156.0,4/17/2019 3:38,4/18/2020 5:20,20620572,NORMAL GALAXIES,GO,20,20,NOAO,M49
636,601445,21648,ACIS-S,NONE,30.0,29.68,NGC 4472 ULXs,Zepf,187.415,7.909,archived,FAINT,TE,7.082112764,210220.0,4/9/2020 18:38,4/13/2021 12:11,20620572,NORMAL GALAXIES,GO,21,20,NOAO,M49
637,601446,21649,ACIS-S,NONE,19.0,19.81,NGC 4472 ULXs,Zepf,187.415,7.909,observed,FAINT,TE,5.420130916000001,107373.0,3/2/2021 3:46,3/8/2022 9:35,20620572,NORMAL GALAXIES,GO,22,20,NOAO,M49
638,703826,21698,ACIS-I,NONE,5.0,5.01,Centaurus A,Kraft,201.38400000000001,-43.06,archived,FAINT,TE,4.390627831000001,21990.0,4/29/2019 7:33,4/29/2020 20:10,20701008,ACTIVE GALAXIES AND QUASARS,GTO,20,20,None,NGC 5128
639,703827,21699,ACIS-I,NONE,5.0,5.01,Centaurus A,Kraft,201.365,-43.019,archived,FAINT,TE,4.279708213,21442.0,9/10/2019 0:06,9/10/2020 9:55,20701008,ACTIVE GALAXIES AND QUASARS,GTO,20,20,None,NGC 5128
640,402063,21853,ACIS-I,NONE,18.0,17.84,Maffei 1,Vulic,39.148,59.655,archived,FAINT,TE,3.1490351789999997,56186.0,4/13/2020 13:50,4/18/2021 12:41,20400425,BH AND NS BINARIES,GO,20,20,None,Maffei 1
641,801783,22189,ACIS-S,NONE,30.0,29.67,NGC 5128,Irwin,201.47,-43.096000000000004,archived,FAINT,TE,9.821814349,291423.0,4/24/2019 12:52,4/25/2019 19:20,19800571,CLUSTERS OF GALAXIES,GO,19,19,None,NGC 5128
642,601447,22194,ACIS-I,NONE,10.0,9.94,IC 4316,Walton,205.077,-28.892,archived,VFAINT,TE,2.941138961,29226.0,4/25/2019 6:52,4/25/2019 19:10,20621067,NORMAL GALAXIES,CCT,20,20,None,IC 4316
643,402137,22372,ACIS-S,NONE,60.0,59.28,NGC4214 X-1,Soria,183.90900000000002,36.323,archived,FAINT,TE,6.123943484,363051.0,8/1/2020 10:00,8/2/2021 10:21,21400201,BH AND NS BINARIES,GO,21,21,None,NGC 4214
