,Seq Num,Obs ID,Instrument,Grating,Appr Exp ,Exposure ,Target Name,PI Name,RA,Dec,Status,Data Mode,Exp Mode ,Avg Cnt Rate,Evt Cnt,Start Date,Public Release Date,Proposal,Science Category,Type,Obs Cycle,Prop Cycle,Joint,Gname
432,600960,14332,ACIS-S,NONE,53.0,52.38,M83,Long,204.253,-29.866,archived,VFAINT,TE,10.29852166,539447.0,8/29/2011 18:28,12/30/2012 6:20,12620596,NORMAL GALAXIES,GO,12,12,None,MESSIER 083
433,501791,14341,ACIS-S,NONE,40.0,49.09,PTF11kly,Hughes,210.774,54.273999999999994,archived,FAINT,TE,10.72767134,526575.0,8/27/2011 10:36,8/28/2011 18:16,12508402,SN, SNR AND ISOLATED NS,DDT,12,12,PTF11kly
434,600960,14342,ACIS-S,NONE,68.0,67.1,M83,Long,204.253,-29.866,archived,VFAINT,TE,10.43074695,699933.0,12/28/2011 9:49,12/30/2012 6:20,12620596,NORMAL GALAXIES,GO,12,12,None,MESSIER 083
435,801197,14349,ACIS-I,NONE,25.0,24.75,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.966952359,73442.0,11/9/2012 13:43,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
436,801197,14350,ACIS-I,NONE,12.0,11.93,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.841919559,33892.0,11/21/2012 2:10,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
437,801197,14351,ACIS-I,NONE,26.5,26.23,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.9727888160000004,77989.0,11/12/2012 5:06,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
438,401427,14376,ACIS-S,NONE,2.0,1.82,NGC 891 ULX1,Hodges-Kluck,35.639,42.341,archived,FAINT,TE,0.720660807,1314.0,12/20/2011 6:55,12/21/2011 8:20,13408409,BH AND NS BINARIES,DDT,13,13,None,NGC 891
439,401301,14378,ACIS-S,NONE,27.0,24.71,NGC 7793,Soria,359.5,-32.556,archived,VFAINT,TE,6.0146969729999995,148627.0,12/30/2011 20:13,1/3/2013 6:51,13400618,BH AND NS BINARIES,GO,12,13,None,NGC 7793
440,600996,14383,ACIS-S,NONE,120.0,119.48,NGC3115,Irwin,151.308,-7.718999999999999,archived,VFAINT,TE,9.374039017000001,1120005.0,4/4/2012 2:35,4/6/2012 12:09,13610808,NORMAL GALAXIES,GO,13,13,HST,NGC 3115
441,600996,14384,ACIS-S,NONE,70.0,69.69,NGC3115,Irwin,151.308,-7.718999999999999,archived,VFAINT,TE,9.019029511,628529.0,4/6/2012 17:49,4/8/2012 15:37,13610808,NORMAL GALAXIES,GO,13,13,HST,NGC 3115
442,501796,14412,ACIS-S,NONE,40.0,39.14,SN 2011ja,Ray,196.296,-49.523999999999994,archived,VFAINT,TE,10.16879717,398003.0,4/3/2012 4:49,7/4/2012 5:36,13508416,SN, SNR AND ISOLATED NS,DDT,13,13,NGC 4945
443,600996,14419,ACIS-S,NONE,48.0,46.28,NGC3115,Irwin,151.308,-7.718999999999999,archived,VFAINT,TE,9.047319704,418719.0,4/5/2012 18:47,4/8/2012 7:27,13610808,NORMAL GALAXIES,GO,13,13,HST,NGC 3115
444,801197,14437,ACIS-I,NONE,28.0,25.94,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.884055972,74799.0,9/16/2012 22:10,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
445,401435,14442,ACIS-S,NONE,20.0,19.8,NGC 4088,Mezcua,181.385,50.545,archived,FAINT,TE,5.668965292999999,112262.0,6/2/2012 3:09,9/7/2012 9:38,13408424,BH AND NS BINARIES,DDT,13,13,None,NGC 4088
446,401436,14471,ACIS-S,NONE,15.0,12.76,Holmberg IX X-1,Grise,149.472,69.063,archived,FAINT,TE,1.865401589,23805.0,9/24/2012 5:23,9/26/2013 5:51,13400775,BH AND NS BINARIES,GO,13,13,HST,Holmberg IX X-1
447,401508,14675,ACIS-I,NONE,10.0,9.84,NGC 5204,Harrison,202.41099999999997,58.418,archived,FAINT,TE,5.933201031,58412.0,4/21/2013 16:15,5/2/2014 8:15,14400881,BH AND NS BINARIES,GO,14,14,None,NGC 5204
448,401509,14676,ACIS-I,NONE,10.0,9.84,NGC 1313,Harrison,49.49100000000001,-66.579,archived,FAINT,TE,6.201257552,61051.0,12/17/2012 9:47,12/26/2013 10:02,14400881,BH AND NS BINARIES,GO,14,14,None,NGC 1313
449,501923,14795,ACIS-S,NONE,10.0,9.94,SN2013ak,Soderberg,121.77799999999999,-28.053,archived,VFAINT,TE,5.3628552460000005,53292.0,3/27/2013 10:52,3/28/2014 5:37,14500218,SN, SNR AND ISOLATED NS,TOO,14,14,SN2013ak
450,501929,14801,ACIS-S,NONE,10.0,9.84,SN 2013ej,Pooley,24.201,15.759,archived,VFAINT,TE,7.819304259,76924.0,8/21/2013 15:39,8/22/2014 11:42,14500234,SN, SNR AND ISOLATED NS,TOO,14,14,M74
451,601026,14896,ACIS-S,NONE,30.0,29.28,DDO75,Swartz,152.753,-4.6930000000000005,archived,VFAINT,TE,3.9679803280000003,116180.0,3/21/2013 1:28,3/22/2014 6:28,14610136,NORMAL GALAXIES,GO,14,14,None,Sextans A
452,601032,14902,ACIS-S,NONE,30.0,29.67,NGC4417,Canning,186.71099999999998,9.584,archived,VFAINT,TE,9.236625479,274031.0,2/8/2013 4:01,2/11/2014 5:50,14610722,NORMAL GALAXIES,GO,14,14,None,NGC 4417
453,601042,14912,ACIS-S,NONE,15.0,14.91,Mrk 750,Chary,177.511,15.023,archived,FAINT,TE,4.849303081,72297.0,2/10/2013 11:03,2/11/2014 9:10,14620212,NORMAL GALAXIES,GO,14,14,None,MRK 0750
454,702793,14984,ACIS-S,NONE,130.0,128.76,NGC 4945,Risaliti,196.365,-49.468,archived,FAINT,TE,4.091260973,526789.0,4/25/2013 20:41,4/29/2014 8:24,14700436,ACTIVE GALAXIES AND QUASARS,GO,14,14,None,NGC 4945
455,702793,14985,ACIS-S,NONE,70.0,68.73,NGC 4945,Risaliti,196.365,-49.468,archived,FAINT,TE,4.015088846,275975.0,4/20/2013 13:21,4/29/2014 8:24,14700436,ACTIVE GALAXIES AND QUASARS,GO,14,14,None,NGC 4945
456,801278,15149,ACIS-I,NONE,150.0,148.07,M86 Inner Tail,Randall,186.426,13.058,archived,VFAINT,TE,4.351945506,644380.0,7/24/2013 4:22,7/26/2014 15:18,14800434,CLUSTERS OF GALAXIES,GO,14,14,None,M86
457,801315,15190,ACIS-I,NONE,31.0,28.79,A1612,Murray,191.947,-2.7969999999999997,archived,VFAINT,TE,2.808225163,80857.0,5/18/2014 3:53,5/19/2015 8:30,14800974,CLUSTERS OF GALAXIES,GTO,14,14,None,A1612
458,901030,15200,ACIS-I,NONE,20.0,19.52,Cen A Southern Lobe 2,Tanaka,200.394,-45.137,archived,VFAINT,TE,2.695515983,52607.0,4/15/2013 4:29,4/16/2014 9:00,14900703,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,GO,14,14,Suzaku,NGC 5128
459,702890,15294,ACIS-I,NONE,5.0,5.02,Centaurus A,Murray,201.362,-43.019,archived,FAINT,TE,4.987470204,25025.0,4/5/2013 23:30,4/7/2014 11:59,14700012,ACTIVE GALAXIES AND QUASARS,GTO,14,14,None,NGC 5128
460,702891,15295,ACIS-I,NONE,5.0,5.28,Centaurus A,Murray,201.362,-43.019,archived,FAINT,TE,4.323168048,22841.0,8/31/2013 21:57,9/5/2014 10:11,14700012,ACTIVE GALAXIES AND QUASARS,GTO,14,14,None,NGC 5128
461,702893,15333,ACIS-S,NONE,25.0,22.76,NGC 660,Murray,25.76,13.645,archived,VFAINT,TE,8.866552255,201820.0,12/18/2012 0:39,12/18/2013 16:50,14700016,ACTIVE GALAXIES AND QUASARS,GTO,14,14,None,NGC 0660
462,601088,15382,ACIS-I,NONE,50.0,49.44,ngc2835,Garmire,139.47,-22.355,archived,VFAINT,TE,1.7474675640000001,86392.0,2/10/2014 14:07,2/11/2015 15:42,14610028,NORMAL GALAXIES,GTO,14,14,None,NGC 2835
463,601090,15384,ACIS-I,NONE,50.0,52.79,ngc6744,Garmire,287.442,-63.858000000000004,archived,VFAINT,TE,4.832355142,255093.0,5/19/2014 0:55,5/20/2015 8:55,14610028,NORMAL GALAXIES,GTO,14,14,None,NGC 6744
464,601092,15386,ACIS-I,NONE,50.0,49.11,ngc5248,Garmire,204.38299999999998,8.885,archived,VFAINT,TE,4.838643829,237645.0,3/6/2013 8:59,3/7/2014 12:44,14610028,NORMAL GALAXIES,GTO,14,14,None,NGC 5248
465,601093,15387,ACIS-I,NONE,50.0,47.44,ngc3344,Garmire,160.88,24.921999999999997,archived,VFAINT,TE,4.607598477,218587.0,1/21/2013 0:03,1/22/2014 11:00,14610028,NORMAL GALAXIES,GTO,14,14,None,NGC 3344
466,600995,15496,ACIS-S,NONE,40.0,40.97,M51,Kuntz,202.5,47.2,archived,FAINT,TE,8.820417353,361333.0,9/19/2012 9:20,10/11/2013 6:13,13610752,NORMAL GALAXIES,GO,13,13,HST,MESSIER 051
467,600995,15553,ACIS-S,NONE,38.0,37.57,M51,Kuntz,202.5,47.2,archived,FAINT,TE,8.400459912999999,315634.0,10/10/2012 0:43,10/11/2013 6:13,13610752,NORMAL GALAXIES,GO,13,13,HST,MESSIER 051
468,801197,15572,ACIS-I,NONE,15.0,14.86,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.8893709939999996,42941.0,10/29/2012 10:33,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
469,801197,15574,ACIS-I,NONE,14.0,13.07,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.8842240219999997,37706.0,10/31/2012 23:04,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
470,801197,15579,ACIS-I,NONE,20.0,19.82,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.9386329460000002,58233.0,11/11/2012 12:39,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
471,801197,15582,ACIS-I,NONE,18.5,18.34,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.9075308310000003,53329.0,11/17/2012 12:06,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
472,702893,15587,ACIS-S,NONE,22.0,27.69,NGC 660,Murray,25.76,13.645,archived,VFAINT,TE,8.760312502,242613.0,11/20/2012 16:35,12/18/2013 16:50,14700016,ACTIVE GALAXIES AND QUASARS,GTO,14,14,None,NGC 0660
473,801197,15588,ACIS-I,NONE,21.0,23.77,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.8353826439999996,67391.0,11/22/2012 18:58,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
474,801197,15589,ACIS-I,NONE,12.0,11.93,PLCKG266.6-27.3,Mazzotta,93.96700000000001,-57.781000000000006,archived,VFAINT,TE,2.689797501,32083.0,11/24/2012 16:08,11/23/2013 15:00,13800663,CLUSTERS OF GALAXIES,GO,13,13,HST,PLCKG266.6-27.3
475,401509,15594,ACIS-I,NONE,10.0,9.84,NGC 1313,Harrison,49.49100000000001,-66.579,archived,FAINT,TE,6.081934416,59856.0,12/23/2012 16:11,12/26/2013 10:02,14400881,BH AND NS BINARIES,GO,14,14,None,NGC 1313
476,401508,15603,ACIS-I,NONE,10.0,9.84,NGC 5204,Harrison,202.41099999999997,58.418,archived,FAINT,TE,5.807857436,57178.0,5/1/2013 8:14,5/2/2014 8:15,14400881,BH AND NS BINARIES,GO,14,14,None,NGC 5204
477,502032,15616,ACIS-S,NONE,2.0,2.04,M82,Madej,148.96,69.678,archived,FAINT,TE,8.666955088,17660.0,2/24/2013 23:07,2/25/2013 12:32,14508440,SN, SNR AND ISOLATED NS,DDT,14,14,MESSIER 082
478,401541,15646,ACIS-S,NONE,15.0,13.58,NGC 404,Kaaret,17.363,35.718,archived,VFAINT,TE,8.455970406,114827.0,6/4/2013 2:23,6/6/2013 12:20,14408449,BH AND NS BINARIES,DDT,14,14,None,NGC 0404
479,401553,15756,ACIS-I,NONE,30.0,32.07,NGC 4472 Halo,Maccarone,187.268,7.8229999999999995,archived,FAINT,TE,5.0890466210000005,163230.0,4/16/2014 9:50,4/17/2015 9:41,15400260,BH AND NS BINARIES,GO,15,15,None,NGC 4472
480,401557,15760,ACIS-I,NONE,30.0,29.38,NGC 4472 Halo,Maccarone,187.55900000000003,7.832999999999999,archived,FAINT,TE,4.821837868999999,141682.0,4/26/2014 3:26,4/28/2015 6:32,15400260,BH AND NS BINARIES,GO,15,15,None,NGC 4472
481,401568,15771,ACIS-S,NONE,13.0,11.85,Holmberg II X-1,Jonker,124.87100000000001,70.705,archived,FAINT,TE,1.021477369,12108.0,5/25/2014 3:20,5/27/2015 7:04,15400330,BH AND NS BINARIES,GO,15,15,NRAO,Holmberg II X-1
482,401600,15803,ACIS-I,NONE,150.0,134.34,IC 10 X-1,Steiner,5.121,59.281000000000006,archived,FAINT,TE,0.197316761,26507.0,11/6/2014 23:13,11/10/2015 10:08,15400871,BH AND NS BINARIES,GO,15,15,None,IC 10
483,502233,16000,ACIS-S,NONE,40.0,39.55,SN 2013ej,Ray,24.201,15.759,archived,VFAINT,TE,4.89497986,193592.0,9/21/2013 6:39,9/25/2014 5:33,15500737,SN, SNR AND ISOLATED NS,TOO,15,15,M74
484,502234,16001,ACIS-S,NONE,15.5,14.73,SN 2013ej,Ray,24.201,15.759,archived,VFAINT,TE,5.0405786610000005,74268.0,10/7/2013 23:55,10/15/2014 12:34,15500737,SN, SNR AND ISOLATED NS,TOO,15,15,M74
485,502235,16002,ACIS-S,NONE,40.0,37.57,SN 2013ej,Ray,24.201,15.759,archived,VFAINT,TE,4.864839333,182775.0,11/14/2013 20:09,11/15/2014 13:44,15500737,SN, SNR AND ISOLATED NS,TOO,15,15,M74
486,502236,16003,ACIS-S,NONE,40.0,40.44,SN 2013ej,Ray,24.201,15.759,archived,VFAINT,TE,4.423829645,178888.0,12/15/2013 15:54,12/17/2014 7:23,15500737,SN, SNR AND ISOLATED NS,TOO,15,15,M74
487,502238,16005,ACIS-S,NONE,10.0,9.93,SN2014C,Soderberg,339.273,34.409,archived,VFAINT,TE,8.751331237,86906.0,11/3/2014 6:16,11/3/2015 11:37,15500831,SN, SNR AND ISOLATED NS,TOO,15,15,SN2014C
488,601111,16023,ACIS-S,NONE,10.0,9.99,M82,Hornschemeier,148.968,69.68,archived,FAINT,TE,6.9970589279999995,69874.0,1/20/2015 0:26,1/21/2016 18:03,15620465,NORMAL GALAXIES,GO,15,15,None,MESSIER 082
489,601112,16024,ACIS-I,NONE,30.0,29.59,M83,Hornschemeier,204.25400000000002,-29.866,archived,FAINT,TE,6.014670605,177965.0,6/7/2014 8:25,6/9/2015 5:25,15620465,NORMAL GALAXIES,GO,15,15,None,MESSIER 083
490,601116,16028,ACIS-I,NONE,65.0,64.24,NGC 300,Binder,13.722999999999999,-37.684,archived,FAINT,TE,2.02752656,130241.0,5/16/2014 19:33,5/19/2015 8:20,15620745,NORMAL GALAXIES,GO,15,15,HST,NGC 0300
491,601117,16029,ACIS-I,NONE,65.0,61.27,NGC 300,Binder,13.722999999999999,-37.684,archived,FAINT,TE,2.171122575,133030.0,11/17/2014 13:24,11/19/2015 8:16,15620745,NORMAL GALAXIES,GO,15,15,HST,NGC 0300
492,601120,16032,ACIS-S,NONE,19.0,18.82,NGC 4550,Lehmer,188.877,12.220999999999998,archived,VFAINT,TE,5.261248023,99010.0,11/30/2013 20:34,12/2/2014 5:38,15620805,NORMAL GALAXIES,GO,15,15,None,NGC 4550
493,601121,16033,ACIS-S,NONE,22.0,21.04,NGC 4551,Lehmer,188.908,12.264000000000001,archived,VFAINT,TE,5.038172661,106019.0,6/24/2014 6:59,6/25/2015 7:31,15620805,NORMAL GALAXIES,GO,15,15,None,NGC 4551
494,702962,16068,ACIS-S,NONE,162.0,159.07,He 2-10,Reines,129.063,-26.409000000000002,archived,VFAINT,TE,3.788136455,602564.0,2/5/2015 3:11,2/17/2016 8:20,15700182,ACTIVE GALAXIES AND QUASARS,GO,15,15,None,ESO 495- G 021
495,702962,16069,ACIS-S,NONE,38.0,37.58,He 2-10,Reines,129.063,-26.409000000000002,archived,VFAINT,TE,3.9545215560000004,148598.0,2/16/2015 4:07,2/17/2016 8:20,15700182,ACTIVE GALAXIES AND QUASARS,GO,15,15,None,ESO 495- G 021
496,801375,16121,ACIS-I,NONE,5.0,4.9,RXJ1416.4+2315 Offset,Buote,213.946,23.177,archived,VFAINT,TE,5.736500187000001,28129.0,8/30/2014 22:48,9/1/2015 10:07,15800314,CLUSTERS OF GALAXIES,GO,15,15,None,nan
497,801376,16122,ACIS-I,NONE,5.0,4.91,RXJ1416.4+2315 Offset,Buote,214.09,23.090999999999998,archived,VFAINT,TE,5.472896692999999,26871.0,7/24/2014 9:20,7/25/2015 7:21,15800314,CLUSTERS OF GALAXIES,GO,15,15,None,nan
498,801416,16234,ACIS-S,NONE,100.0,90.86,NGC 1404 tail,Kraft,54.843,-35.645,archived,VFAINT,TE,8.928492592000001,811243.0,10/30/2014 0:43,10/31/2015 7:12,15800706,CLUSTERS OF GALAXIES,GO,15,15,None,NGC 1404
499,601135,16260,ACIS-S,NONE,25.0,24.74,NGC 4472,Zepf,187.416,7.925,archived,FAINT,TE,7.008324956,173401.0,8/4/2014 18:46,8/6/2014 13:45,15620749,NORMAL GALAXIES,GO,15,15,NOAO,MESSIER 049
500,601136,16261,ACIS-S,NONE,25.0,22.76,NGC 4472,Zepf,187.416,7.925,archived,FAINT,TE,6.277406129,142852.0,2/24/2015 9:09,2/27/2015 5:46,15620749,NORMAL GALAXIES,GO,16,15,NOAO,MESSIER 049
501,601137,16262,ACIS-S,NONE,25.0,24.73,NGC 4472,Zepf,187.416,7.925,archived,FAINT,TE,7.713882302999999,190740.0,4/30/2016 0:53,5/2/2016 6:46,15620749,NORMAL GALAXIES,GO,17,15,NOAO,MESSIER 049
502,703020,16276,ACIS-I,NONE,5.0,5.02,Centaurus A,Murray,201.41299999999998,-43.056000000000004,archived,FAINT,TE,4.399154318,22100.0,4/24/2014 15:42,4/26/2015 14:08,15700035,ACTIVE GALAXIES AND QUASARS,GTO,15,15,None,NGC 5128
503,703021,16277,ACIS-I,NONE,5.0,5.02,Centaurus A,Murray,201.282,-43.021,archived,FAINT,TE,4.5281391630000005,22715.0,9/8/2014 4:47,9/8/2015 15:17,15700035,ACTIVE GALAXIES AND QUASARS,GTO,15,15,None,NGC 5128
504,502234,16484,ACIS-S,NONE,14.8,14.68,SN 2013ej,Ray,24.201,15.759,archived,VFAINT,TE,4.87026095,71505.0,10/10/2013 14:30,10/15/2014 12:34,15500737,SN, SNR AND ISOLATED NS,TOO,15,15,M74
505,502234,16485,ACIS-S,NONE,9.7,8.99,SN 2013ej,Ray,24.201,15.759,archived,VFAINT,TE,5.02228586,45138.0,10/11/2013 11:12,10/15/2014 12:34,15500737,SN, SNR AND ISOLATED NS,TOO,15,15,M74
506,502268,16556,ACIS-S,NONE,20.0,18.82,SN2013ge,MARGUTTI,158.702,21.662,archived,VFAINT,TE,7.90874253,148810.0,12/7/2013 17:51,12/9/2013 4:19,14508459,SN, SNR AND ISOLATED NS,DDT,14,14,SN2013ge
507,502269,16580,ACIS-S,NONE,50.0,46.85,SN2014J,MARGUTTI,148.925,69.67399999999999,archived,VFAINT,TE,10.55990603,494687.0,2/3/2014 20:09,2/4/2014 14:50,15508466,SN, SNR AND ISOLATED NS,DDT,15,15,SN2014J
508,401667,16745,ACIS-S,NONE,46.0,45.37,SN 1986L,Li,64.373,-62.784,archived,VFAINT,TE,11.12935369,504889.0,6/9/2016 15:05,6/12/2017 22:07,16400845,BH AND NS BINARIES,GO,16,16,None,NGC 1559
509,601162,16969,ACIS-I,NONE,20.0,19.82,NGC 5866,Maccarone,226.623,55.763000000000005,archived,FAINT,TE,2.58141312,51170.0,6/10/2016 20:50,6/13/2017 7:07,16620080,NORMAL GALAXIES,GO,16,16,None,NGC 5866
510,601171,16978,ACIS-S,NONE,4.0,3.99,NGC428,Gallo,18.232,0.982,archived,FAINT,TE,5.229310232,20874.0,7/26/2015 3:29,7/29/2016 10:06,16620343,NORMAL GALAXIES,GO,16,16,None,NGC 0428
511,601176,16983,ACIS-S,NONE,3.6,3.61,NGC1892,Gallo,79.288,-64.96,archived,FAINT,TE,5.249951609,18969.0,8/23/2015 3:40,8/24/2016 6:16,16620343,NORMAL GALAXIES,GO,16,16,None,NGC 1892
512,601184,16991,ACIS-S,NONE,1.0,1.05,NGC4144,Gallo,182.49400000000003,46.457,archived,FAINT,TE,5.2210428360000005,5479.0,1/16/2015 16:54,1/19/2016 16:56,16620343,NORMAL GALAXIES,GO,16,16,None,NGC 4144
513,601187,16994,ACIS-S,NONE,3.4,3.38,NGC4487,Gallo,187.769,-8.054,archived,FAINT,TE,4.974933129,16830.0,6/30/2015 23:16,7/1/2016 6:02,16620343,NORMAL GALAXIES,GO,16,16,None,NGC 4487
514,601188,16995,ACIS-S,NONE,2.8,2.72,NGC4496A,Gallo,187.91299999999998,3.9389999999999996,archived,FAINT,TE,5.106313757,13873.0,7/26/2015 22:25,7/27/2016 10:46,16620343,NORMAL GALAXIES,GO,16,16,None,NGC 4496A
515,601189,16996,ACIS-S,NONE,4.3,4.31,NGC4517,Gallo,188.19,0.115,archived,FAINT,TE,4.605841348,19855.0,12/25/2014 7:26,12/30/2015 8:30,16620343,NORMAL GALAXIES,GO,15,16,None,NGC 4517
516,601190,16997,ACIS-S,NONE,1.0,1.05,NGC5023,Gallo,198.049,44.038000000000004,archived,FAINT,TE,4.880254896,5118.0,2/19/2015 3:11,2/19/2016 14:17,16620343,NORMAL GALAXIES,GO,16,16,None,NGC 5023
517,601193,17000,ACIS-S,NONE,1.0,1.02,IC5052,Gallo,313.007,-69.193,archived,FAINT,TE,5.276451516,5408.0,5/24/2015 21:20,5/26/2016 8:49,16620343,NORMAL GALAXIES,GO,16,16,None,IC 5052
518,601196,17003,ACIS-S,NONE,2.4,2.43,UGC12732,Gallo,355.167,26.236,archived,FAINT,TE,5.109592554,12421.0,8/17/2015 9:05,8/18/2016 9:36,16620343,NORMAL GALAXIES,GO,16,16,None,UGC 12732
519,601200,17007,ACIS-S,NONE,48.0,44.68,NGC 7457,Peacock,345.25,30.145,archived,FAINT,TE,4.639965115,207300.0,9/11/2015 7:17,9/18/2016 22:41,16620677,NORMAL GALAXIES,GO,16,16,HST,NGC 7457
520,703036,17032,ACIS-S,NONE,16.0,17.4,SDSS J024656.39-003304.8,Reines,41.735,-0.551,archived,FAINT,TE,5.175445665,90064.0,7/12/2015 18:22,7/13/2016 15:06,16700103,ACTIVE GALAXIES AND QUASARS,GO,16,16,HST,WISEA J024656.39-003305.0
521,801443,17155,ACIS-I,NONE,8.2,8.14,RM J123416.1+151508.4,Rozo,188.47099999999998,15.195,archived,VFAINT,TE,3.1365427,25526.0,2/9/2016 9:11,2/10/2017 21:31,16800287,CLUSTERS OF GALAXIES,GO,16,16,None,RM J123416.1+151508.4
522,801463,17180,ACIS-I,NONE,16.0,16.43,1RXS J082814.5+415359,Donahue,127.059,41.898,archived,VFAINT,TE,2.1235026340000003,34892.0,12/20/2015 12:42,12/21/2016 8:51,16800415,CLUSTERS OF GALAXIES,GO,16,16,None,1RXS J082814.5+415359
523,601217,17461,ACIS-I,NONE,30.0,29.49,NGC 4725,Garmire,192.611,25.500999999999998,archived,VFAINT,TE,2.350076422,69295.0,5/9/2016 2:14,5/10/2017 9:47,16610062,NORMAL GALAXIES,GTO,16,16,None,NGC 4725
524,601218,17462,ACIS-I,NONE,45.0,44.48,NGC4254,Garmire,184.707,14.415999999999999,archived,VFAINT,TE,2.070113787,92089.0,2/16/2015 15:25,2/17/2016 9:42,16610062,NORMAL GALAXIES,GTO,16,16,None,MESSIER 099
525,703148,17471,ACIS-I,NONE,5.0,5.01,Centaurus A,Murray,201.354,-43.04,archived,FAINT,TE,3.656134508,18331.0,3/14/2015 2:05,3/16/2016 7:15,16700033,ACTIVE GALAXIES AND QUASARS,GTO,16,16,None,NGC 5128
526,703149,17472,ACIS-I,NONE,5.0,4.35,Centaurus A,Murray,201.365,-43.019,archived,FAINT,TE,4.062558804,17671.0,9/21/2015 2:53,9/29/2016 13:21,16700033,ACTIVE GALAXIES AND QUASARS,GTO,16,16,None,NGC 5128
527,703151,17547,ACIS-S,NONE,5.0,5.01,NGC 247,Feng,11.765999999999998,-20.774,archived,FAINT,TE,7.62386404,38160.0,11/12/2014 5:33,2/12/2015 12:57,15708484,ACTIVE GALAXIES AND QUASARS,DDT,15,15,None,NGC 0247
528,502486,17569,ACIS-S,NONE,10.0,9.91,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,8.188997305,81189.0,1/30/2015 14:47,1/31/2015 18:52,15508491,SN, SNR AND ISOLATED NS,DDT,15,15,SN2014C
529,502487,17570,ACIS-S,NONE,10.0,9.89,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,7.860625272999999,77772.0,4/20/2015 22:25,4/21/2015 8:09,15508491,SN, SNR AND ISOLATED NS,DDT,15,15,SN2014C
530,502488,17571,ACIS-S,NONE,10.0,9.92,SN2014C,MARGUTTI,339.273,34.409,archived,VFAINT,TE,8.588511157000001,85240.0,8/28/2015 8:44,8/30/2015 16:41,15508491,SN, SNR AND ISOLATED NS,DDT,15,15,SN2014C
531,601220,17578,ACIS-S,NONE,10.0,9.13,M82,Hornschemeier,148.968,69.68,archived,FAINT,TE,2.772942754,25323.0,1/16/2015 13:40,1/20/2016 10:31,15620465,NORMAL GALAXIES,GO,15,15,None,MESSIER 082
532,401694,17678,ACIS-I,NONE,10.0,9.34,M82,Brightman,148.963,69.679,archived,FAINT,TE,2.681394776,25034.0,6/21/2015 2:45,6/21/2015 18:01,16408516,BH AND NS BINARIES,DDT,16,16,None,MESSIER 082
533,502509,17890,ACIS-S,NONE,10.0,9.93,SN2016adj,MARGUTTI,201.35,-43.016000000000005,archived,FAINT,TE,12.01661765,119265.0,2/24/2016 22:45,2/25/2017 10:01,17500134,SN, SNR AND ISOLATED NS,TOO,17,17,SN2016adj
534,502510,17891,ACIS-S,NONE,10.0,9.92,SN2016adj,MARGUTTI,201.35,-43.016000000000005,archived,FAINT,TE,11.72995664,116384.0,3/22/2016 2:17,3/22/2017 13:01,17500134,SN, SNR AND ISOLATED NS,TOO,17,17,SN2016adj
535,601233,18047,ACIS-I,NONE,100.0,100.43,M81,Swartz,149.187,69.109,archived,VFAINT,TE,4.1899201139999995,420783.0,7/4/2016 14:36,1/12/2018 8:42,17620477,NORMAL GALAXIES,GO,17,17,None,MESSIER 081
536,601233,18048,ACIS-I,NONE,70.0,69.15,M81,Swartz,149.187,69.109,archived,VFAINT,TE,4.634101982,320437.0,1/8/2017 10:29,1/12/2018 8:42,17620477,NORMAL GALAXIES,GO,17,17,None,MESSIER 081
