band_id,Region,X,Y,Radius,Annulus_Inner_Radius,Annulus_Outer_Radius,Net Flux (Jy),Flux Uncertainty,Flag,aperture_sum,tot_bg,Target Counts,Target Flux,Annulus Counts,Annulus Flux,Image Data Shape,Mask Shape,Mask Type,Non-zero mask elements,Flux Conv,MzpInstr,Offset in Arcseconds,Exists?,Point Source Position,Target Error,Annulus Error,Overlap Error (in counts),Overlap Counts
{'W4'},26,154.83220592197557,197.7002497640166,9,16,23,0.0016701289876301928,0.011953395720228065,Valid,38150.36802802478,2.0488348522133366,38150.36802802478,2.050504981200967,128476.14136073523,6.9053322796819865,"(369, 437)","(369, 437)",bool,257,8.363,12.98,[11.71474898605227],Point Source Detected,"[(149.86148761483247, 190.78076634307183)]",0.010498118307809477,0.019265191887008856,[],
{'W4'},31,122.34377351734581,311.1217990670151,9,16,23,0.0008790577755006801,0.011909593136596052,Valid,37867.96462230873,2.0344473125742284,37867.96462230873,2.035326370349729,127573.94293585478,6.856840942379808,"(369, 437)","(369, 437)",bool,158,8.363,12.98,[],No,[],0.010459190620044346,0.019197429705990983,[],
{'W4'},32,119.74811061649291,244.91094798940713,9,16,23,0.005204227537432438,0.011931547291951852,Valid,38026.10410337833,2.0386218194974446,38026.10410337833,2.043826047034877,127835.71344459016,6.8709105768247225,"(369, 437)","(369, 437)",bool,256,8.363,12.98,"[9.493299201737535, 7.639899010230076]",Point Source Detected,"[(118.82242403579133, 238.06906766571936), (121.04226537600749, 250.3144214077748)]",0.010481007052101367,0.019217115331390783,[],
{'W4'},34,96.26280296733248,187.51505727851185,9,16,23,0.000617727885731334,0.011909221924383527,Valid,37864.491743471684,2.0345219822632528,37864.491743471684,2.035139710148984,127578.62524273398,6.85709260688726,"(369, 437)","(369, 437)",bool,256,8.363,12.98,[],No,[],0.010458711001784323,0.019197782001414046,[],
{'W4'},37,72.40881670378849,335.4022574174526,9,16,23,0.00017799136653806613,0.011897362537462989,Valid,37787.250409216766,2.0308101535726975,37787.250409216766,2.0309881449392355,127345.86786502755,6.844582369448721,"(369, 437)","(369, 437)",bool,256,8.363,12.98,[9.654272679321185],Point Source Detected,"[(71.59628112633462, 342.3763731057596)]",0.010448037978526168,0.01918026156911705,[],
{'W4'},41,42.13992812663329,282.5749752374168,9,16,23,0.0004176880423818474,0.011897826859371562,Valid,37791.22030252658,2.0307838306184567,37791.22030252658,2.0312015186608385,127344.21723340818,6.844493651343687,"(369, 437)","(369, 437)",bool,242,8.363,12.98,[],No,[],0.010448586794678189,0.019180137263360854,[],
{'W4'},44,27.106572031568845,287.11205716371296,9,16,23,8.162606062356303e-05,0.011897487318954018,Valid,37787.632793017314,2.030927071233105,37787.632793017314,2.0310086972937285,127353.19941244315,6.844976425267132,"(369, 437)","(369, 437)",bool,239,8.363,12.98,[4.995840817328477],Yes!!,"[(24.618842802905956, 289.7601421914975)]",0.010448090842260897,0.01918081368351073,[],
{'W4'},45,19.014239069555003,310.3407720619729,9,16,23,0.13679385923679566,0.011806434073953771,Valid,37793.4679908664,1.894528468118039,37793.4679908664,2.0313223273548346,118800.06190783328,6.385262614768206,"(369, 437)","(369, 437)",bool,254,8.363,12.98,"[4.64558351780892, 4.914657389017605]",Yes!!,"[(16.829309271611887, 307.76374627351134), (19.844169886671427, 313.8173809142442)]",0.010448897512582031,0.018525520983759536,[],
{'W4'},80,271.07633138328447,268.31856632258496,9,16,23,0.0008306058898828184,0.011932670549341093,Valid,38014.64076710589,2.042379310047372,38014.64076710589,2.043209915937255,128071.33413726444,6.8835747116411445,"(369, 437)","(369, 437)",bool,225,8.363,12.98,[],No,[],0.010479427132630234,0.01923481721374752,[],
{'W4'},85,217.177779014164,220.53977790511135,9,16,23,0.019105856412700906,0.012029431099592177,Valid,38711.39545223368,2.0615532120852893,38711.39545223368,2.08065906849799,129273.67064867204,6.948197862954123,"(369, 437)","(369, 437)",bool,256,8.363,12.98,[2.946439664849703],Yes!!,"[(219.27090874204174, 220.99877614197925)]",0.010575027616925844,0.019324894739425384,[],
{'W4'},91,144.73415995054484,178.38892395599828,9,16,23,0.0008969318145055638,0.011935496689623943,Valid,38032.93040123039,2.0432960148984747,38032.93040123039,2.0441929467129802,128128.8178831648,6.886664346509675,"(369, 437)","(369, 437)",bool,219,8.363,12.98,[],No,[],0.010481947764632512,0.01923913342279846,[],
{'W4'},98,45.10675790439183,76.52607203429392,9,16,23,0.0010419332218805089,0.011899514725182896,Valid,37804.60044794925,2.0308787411445666,37804.60044794925,2.031920674366447,127350.16878101855,6.844813534968726,"(369, 437)","(369, 437)",bool,254,8.363,12.98,[8.648368623975873],Point Source Detected,"[(49.234226323732294, 71.78006145919292)]",0.010450436314716533,0.019180585458688722,[],
{'W4'},103,264.99428678507184,340.36429686894803,9,16,23,0.00043497402275249897,0.011899582396321653,Valid,37802.44645877902,2.0313699277902084,37802.44645877902,2.031804901812961,127380.96958707279,6.846469015885518,"(369, 437)","(369, 437)",bool,254,8.363,12.98,"[11.735542703299899, 11.004844039681169]",Point Source Detected,"[(261.7420121942678, 332.47329469328), (271.0434262659724, 335.12365828784345)]",0.01045013859371131,0.019182904818692136,[],
{'W4'},105,210.91892635242857,313.0288159153972,9,16,23,0.0008373972913040539,0.011909508704472488,Valid,37867.25039814217,2.03445058495663,37867.25039814217,2.035287982247934,127574.14813690526,6.856851971520495,"(369, 437)","(369, 437)",bool,250,8.363,12.98,[9.722475938854023],Point Source Detected,"[(211.82847898046666, 306.016667649025)]",0.010459091984667402,0.019197445145394468,[],
{'W4'},107,203.9235774355693,174.00027022976883,9,16,23,0.008378218239008195,0.011969837002920961,Valid,38283.92576826474,2.049305220885054,38283.92576826474,2.0576834391240624,128505.63673557929,6.906917596316294,"(369, 437)","(369, 437)",bool,250,8.363,12.98,[1.7973691467121211],Yes!!,"[(205.0780258155945, 173.38711269541773)]",0.010516478287579623,0.019267403198152983,[],
{'W4'},120,176.8116251669976,251.19741357956195,9,16,23,0.0008769869199709568,0.011935598093033064,Valid,38033.49168246365,2.0433461275220295,38033.49168246365,2.0442231144420004,128131.96029188597,6.886833244611286,"(369, 437)","(369, 437)",bool,255,8.363,12.98,[8.522358618603525],Point Source Detected,"[(180.20331609105088, 246.00967640666127)]",0.010482025109433461,0.019239369344939063,[],
{'W4'},121,314.4891885019342,59.44307230719028,9,16,23,0.0004166283471027654,0.011900905900171411,Valid,37810.777395439865,2.0318360444312265,37810.777395439865,2.032252672778329,127410.19833012972,6.848040001601541,"(369, 437)","(369, 437)",bool,256,8.363,12.98,[],No,[],0.010451290035679288,0.019185105540030438,[],
{'W4'},124,86.95967542906033,73.8051571073845,9,16,23,0.0005281367872274068,0.011896898195283114,Valid,37785.791552625335,2.0303815975661577,37785.791552625335,2.030909734353385,127318.99443400482,6.843137976982235,"(369, 437)","(369, 437)",bool,251,8.363,12.98,[],No,[],0.010447836292295712,0.019178237684711934,[],
