band_id,Region,X,Y,Radius,Annulus_Inner_Radius,Annulus_Outer_Radius,Net Flux (Jy),Flux Uncertainty,Flag,aperture_sum,tot_bg,Target Counts,Target Flux,Annulus Counts,Annulus Flux,Image Data Shape,Mask Shape,Mask Type,Non-zero mask elements,Flux Conv,MzpInstr,Offset in Arcseconds,Exists?,Point Source Position,Target Error,Annulus Error,Overlap Error (in counts),Overlap Counts
{'W2'},14,227.71563951450554,346.9007995959165,9,16,23,0.0001605266267534827,0.0001360973758810407,Valid,2166.4358843064497,0.005420783258511399,2166.4358843064497,0.005581309885264882,7091.684003609767,0.01827004727868657,"(369, 437)","(369, 437)",bool,256,171.787,19.56,[0.7240747441902733],Yes!!,"[(227.25771276404325, 346.6407794755969)]",0.00011991215715175245,0.0002169526620297098,[],
{'W2'},22,168.96990674954895,25.773980081745414,9,16,23,0.0001261851477043349,0.00013236101337281273,Valid,2046.8378219482213,0.005147008604268095,2046.8378219482213,0.00527319375197243,6733.521125017905,0.017347325295866547,"(369, 437)","(369, 437)",bool,250,171.787,19.56,[1.0206632652943224],Yes!!,"[(169.4730444780039, 25.228212221018516)]",0.00011655529613705921,0.00021140312796941955,[],
{'W2'},25,156.89715217407192,251.971370896597,9,16,23,0.00016677820132313375,0.00016008537738096618,Valid,2992.520681729041,0.007542743868442995,2992.520681729041,0.0077095220697661285,9867.71717005559,0.02542184044549306,"(369, 437)","(369, 437)",bool,250,171.787,19.56,[1.865350154043277],Yes!!,"[(157.020510216117, 253.3223690608367)]",0.00014093176005439907,0.0002559167088896988,[],
{'W2'},29,127.21165722875055,318.8650892744979,9,16,23,1.0288030114168761e-05,0.00013529380606025027,Valid,2127.7527793585537,0.0054713639803885645,2127.7527793585537,0.005481652010502733,7157.85571332794,0.018440523045013313,"(369, 437)","(369, 437)",bool,157,171.787,19.56,[8.56933997537312],Point Source Detected,"[(129.5399206040985, 313.0840775482681)]",0.0001188367808329688,0.00021796249234963238,[],
{'W2'},31,122.34377351734581,311.1217990670151,9,16,23,0.00010645798383351283,0.00013723120878386493,Valid,2197.6428736218168,0.00555524933170703,2197.6428736218168,0.005661707315540543,7267.597862333474,0.018723247747605174,"(369, 437)","(369, 437)",bool,158,171.787,19.56,[10.25597634510562],Point Source Detected,"[(129.5399206040985, 313.0840775482681)]",0.00012077272210645844,0.000219627005234061,[],
{'W2'},32,119.74811061649291,244.91094798940713,9,16,23,0.00033318721701686496,0.00014992446239315286,Valid,2641.295412553073,0.006471485980457707,2641.295412553073,0.006804673197474572,8466.255044441623,0.021811304600801905,"(369, 437)","(369, 437)",bool,256,171.787,19.56,"[9.94204452325282, 8.391780101803166]",Point Source Detected,"[(118.72002402457665, 237.75383298119868), (121.9826434657746, 250.59028332423264)]",0.00013240329221500996,0.0002370478218794094,[],
{'W2'},34,96.26280296733248,187.51505727851185,9,16,23,0.00014432835614869473,0.00014264592800214415,Valid,2377.0912877775154,0.005979685374770917,2377.0912877775154,0.0061240137309196115,7822.861954921121,0.020153754411264945,"(369, 437)","(369, 437)",bool,256,171.787,19.56,[6.73712336437424],Yes!!,"[(93.28171869132426, 183.6265546237317)]",0.00012560682142945986,0.000227862642086371,[],
{'W2'},35,90.43454528460511,166.02228986565282,9,16,23,2.6023768008648016e-06,0.00013930077854521332,Valid,2254.9161634713787,0.00580665602996494,2254.9161634713787,0.0058092584067658045,7596.498092320829,0.01957058143432628,"(369, 437)","(369, 437)",bool,171,171.787,19.56,[2.809642051900591],Yes!!,"[(88.7577205887646, 164.85453788556248)]",0.0001223363433683993,0.00022454170292481618,[],
{'W2'},37,72.40881670378849,335.4022574174526,9,16,23,1.8773249919728716e-05,0.00013197163648791325,Valid,2025.3387862654924,0.005199033319238348,2025.3387862654924,0.005217806569158077,6801.581923864196,0.01752266785372925,"(369, 437)","(369, 437)",bool,256,171.787,19.56,[],No,[],0.00011594155887882,0.00021246884751079895,[],
{'W2'},38,60.883681982667305,112.86158188491027,9,16,23,7.024549062563477e-05,0.00013263956311162738,Valid,2050.4463434217714,0.005212244763826929,2050.4463434217714,0.005282490254452564,6818.865660509868,0.017567195315120392,"(369, 437)","(369, 437)",bool,252,171.787,19.56,[0.9568068449233852],Yes!!,"[(60.67698087976386, 113.52603289443866)]",0.00011665799286133918,0.00021273863222280885,[],
{'W2'},42,34.03946559826659,185.534540849827,9,16,23,0.0001033303170150943,0.00013523831978226288,Valid,2134.27228030374,0.005395117646387028,2134.27228030374,0.005498447963402122,7058.107230242284,0.01818354466004517,"(369, 437)","(369, 437)",bool,248,171.787,19.56,[4.202638303327356],Yes!!,"[(34.82033221783704, 188.48957403300582)]",0.0001190187013902842,0.0002164384531802829,[],
{'W2'},44,27.106572031568845,287.11205716371296,9,16,23,0.00018637972605905877,0.00013370334199829022,Valid,2093.681796827199,0.005207496452728349,2093.681796827199,0.005393876178787408,6812.653731300365,0.01755119174808444,"(369, 437)","(369, 437)",bool,239,171.787,19.56,"[0.6460661117881591, 6.957804777950241]",Yes!!,"[(26.75899943840708, 286.79588062468633), (32.155152043338894, 286.7690064521821)]",0.00011788149472905605,0.00021264170859215933,[],
{'W2'},45,19.014239069555003,310.3407720619729,9,16,23,0.0004024275114269194,0.00013094190765400434,Valid,2027.9566366254735,0.00482212333029335,2027.9566366254735,0.0052245508417202696,6308.493303284299,0.016252341594692403,"(369, 437)","(369, 437)",bool,254,171.787,19.56,[1.1260266805068824],Yes!!,"[(19.518998553028062, 309.69589861527953)]",0.00011601646477583618,0.0002046223738403679,[],
{'W2'},83,231.48778364414852,269.8943392761296,9,16,23,0.00022214932173136165,0.0001620341148374027,Valid,3070.3757336612935,0.007687947883498058,3070.3757336612935,0.00791009720522942,10057.678830892895,0.02591123175549346,"(369, 437)","(369, 437)",bool,256,171.787,19.56,[6.055958879179225],Yes!!,"[(232.21181580819353, 274.2387533415802)]",0.00014275326759922546,0.00025836826991980057,[],
{'W2'},85,217.177779014164,220.53977790511135,9,16,23,0.006329037421444509,0.00023478356936006362,Valid,6967.047282326979,0.011619912810428077,6967.047282326979,0.017948950231872585,15201.631548663341,0.03916340984255389,"(369, 437)","(369, 437)",bool,256,171.787,19.56,[0.6444691761605599],Yes!!,"[(217.63552462551527, 220.64054100775823)]",0.000215037733739312,0.0003176401529617535,[],
{'W2'},98,45.10675790439183,76.52607203429392,9,16,23,7.310816217347398e-05,0.0001316045658414281,Valid,2018.922829883073,0.005128169212172041,2018.922829883073,0.005201277374345515,6708.874683868358,0.017283829566950216,"(369, 437)","(369, 437)",bool,254,171.787,19.56,[0.3133257330479177],Yes!!,"[(44.88740036089273, 76.46435905059778)]",0.0001157577708515083,0.0002110158780301402,[],
{'W2'},101,280.4506992248437,154.97753584782436,9,16,23,0.00026886054807685397,0.00014796247860005582,Valid,2567.6734315259705,0.00634614302037435,2567.6734315259705,0.006615003568451204,8302.276404714117,0.02138885240200244,"(369, 437)","(369, 437)",bool,225,171.787,19.56,"[10.838675552102037, 1.319107746197877]",Yes!!,"[(288.30347675726074, 154.2916623846832), (279.5716639394442, 155.36179032457645)]",0.00013054498393389865,0.00023474096711094292,[],
{'W2'},105,210.91892635242857,313.0288159153972,9,16,23,0.0002510687756334942,0.00014264686932514498,Valid,2386.6027542190077,0.0058974489999512845,2386.6027542190077,0.006148517775584779,7715.2770624782115,0.019876587370206183,"(369, 437)","(369, 437)",bool,250,171.787,19.56,[8.789258643912842],Point Source Detected,"[(212.17312640476192, 306.76087748806503)]",0.0001258578661333917,0.0002262903628146971,[],
{'W2'},107,203.9235774355693,174.00027022976883,9,16,23,0.00022295945394939197,0.00016563502645538063,Valid,3207.54432262421,0.00804052019249252,3207.54432262421,0.008263479646441913,10518.927931728264,0.027099531019141462,"(369, 437)","(369, 437)",bool,250,171.787,19.56,"[3.4066564353286446, 9.001546796734347]",Yes!!,"[(205.4505471764895, 175.9513489939941), (197.4882398281436, 175.20199152371185)]",0.00014590716818004235,0.00026422629510774954,[],
{'W2'},120,176.8116251669976,251.19741357956195,9,16,23,0.000307415820150923,0.0001649375340792633,Valid,3188.2546419247738,0.00790636852427385,3188.2546419247738,0.008213784344424773,10343.425390085395,0.026647390211441503,"(369, 437)","(369, 437)",bool,255,171.787,19.56,"[5.092353250628895, 7.827501237142721]",Yes!!,"[(179.60281249253336, 248.7631980045809), (177.7766672140282, 256.8077476866381)]",0.00014546777488234162,0.00026201278809759716,[],
{'W1'},3,366.3504722272364,247.7422492690373,9,16,23,8.751015839810524e-05,6.958924899037914e-05,Valid,1508.2530155226214,0.0022958571638779708,1508.2530155226214,0.002383367322276076,4896.725002572002,0.007737888959736865,"(369, 437)","(369, 437)",bool,240,309.54,20.73,[12.060619832217286],Point Source Detected,"[(374.88445238240735, 245.71544415835896)]",6.136968291900906e-05,0.00011057823044028956,[],
{'W1'},5,337.953951658367,77.23204321131463,9,16,23,3.757462914473096e-05,5.024507270272568e-05,Valid,785.1142847905568,0.0012030764495296069,785.1142847905568,0.0012406510786743378,2565.984776015578,0.004054813218784972,"(369, 437)","(369, 437)",bool,251,309.54,20.73,[],No,[],4.4277512860258056e-05,8.004677068777972e-05,[],
{'W1'},6,281.14775496044336,141.03078982251745,9,16,23,0.00010880573412270405,6.652199437893237e-05,Valid,1382.4019358377723,0.0020756895503009545,1382.4019358377723,0.0021844952844236585,4427.13992771563,0.006995842558421736,"(369, 437)","(369, 437)",bool,219,309.54,20.73,"[8.168447372161333, 3.660578213391915]",Yes!!,"[(278.62008634076614, 135.65466872089107), (283.8082160619188, 141.1280617279657)]",5.875352730990251e-05,0.00010514252506894181,[],
{'W1'},7,277.2371378278582,287.356363815867,9,16,23,1.7622844889964105e-05,7.910962749496424e-05,Valid,1935.341044275112,0.003040636316479352,1935.341044275112,0.003058259161369316,6485.229181018973,0.010248070548134113,"(369, 437)","(369, 437)",bool,254,309.54,20.73,"[9.357943488174326, 9.09249031124701]",Point Source Detected,"[(274.8405597311014, 280.9865116663661), (283.5878894098889, 289.19919434247646)]",6.951772190082606e-05,0.00012725634408739377,[],
{'W1'},8,271.08563927855295,171.90811985561467,9,16,23,0.00031738246673616334,8.940315855997548e-05,Valid,2514.4476316778882,0.0036559908713167805,2514.4476316778882,0.003973373338052944,7797.689765034274,0.012322043307030631,"(369, 437)","(369, 437)",bool,253,309.54,20.73,[1.5930292990238084],Yes!!,"[(270.2425015752207, 172.7027240304418)]",7.923883390814504e-05,0.00013954033283810683,[],
{'W1'},9,270.5375737979876,254.12560497500385,9,16,23,0.0007106383619924564,0.00010411399044826013,Valid,3450.580166931257,0.004742027688145158,3450.580166931257,0.005452666050137615,10114.046251992073,0.015982389615600348,"(369, 437)","(369, 437)",bool,226,309.54,20.73,[6.117157273541634],Yes!!,"[(266.3939116190876, 255.7449432208837)]",9.282454714382992e-05,0.00015892025232443267,[],
{'W1'},12,239.85047707115217,223.3968174284093,9,16,23,4.9559571290757123e-05,0.00014232228459855564,Valid,6262.8146347497795,0.009847047690431043,6262.8146347497795,0.0098966072617218,21002.301617843783,0.03318819777145278,"(369, 437)","(369, 437)",bool,168,309.54,20.73,[6.994316858131593],Point Source Detected,"[(239.18123474833118, 218.35425811230726)]",0.00012505514298997183,0.00022900777320780243,[],
{'W1'},13,230.85588144617907,154.74216664805692,9,16,23,0.0009073302615415042,9.289233780562105e-05,Valid,2796.3091616289744,0.003511445507654193,2796.3091616289744,0.004418775769195697,7489.39580520583,0.011834871896167836,"(369, 437)","(369, 437)",bool,255,309.54,20.73,"[5.902548045834064, 12.231365010155992]",Yes!!,"[(226.7276917494284, 153.56494204110064), (233.71533941891724, 163.16559243423282)]",8.356210487690001e-05,0.0001367540414650258,[],
{'W1'},14,227.71563951450554,346.9007995959165,9,16,23,0.0001837232467884562,6.178102755311408e-05,Valid,1205.3919298450544,0.0017210577856781142,1205.3919298450544,0.0019047810324665704,3670.7626339288972,0.005800602166544756,"(369, 437)","(369, 437)",bool,256,309.54,20.73,[0.5090651327687477],Yes!!,"[(227.38653642911314, 346.73120945986784)]",5.486317258218361e-05,9.574033204494249e-05,[],
{'W1'},22,168.96990674954895,25.773980081745414,9,16,23,5.328855496728423e-05,4.947639201905345e-05,Valid,763.716252897136,0.0011535489861567057,763.716252897136,0.00120683754112399,2460.349995234005,0.0038878873237133413,"(369, 437)","(369, 437)",bool,250,309.54,20.73,[0.39460044225887086],Yes!!,"[(169.14192055199408, 25.544262858547373)]",4.3669960066854865e-05,7.838179846671295e-05,[],
{'W1'},25,156.89715217407192,251.971370896597,9,16,23,0.0001795487279269009,9.819858802754297e-05,Valid,3004.078132332481,0.004567547137606262,3004.078132332481,0.004747095865533163,9741.904949942065,0.015394325537858146,"(369, 437)","(369, 437)",bool,250,309.54,20.73,[1.8511196911304246],Yes!!,"[(157.5095647557755, 253.17028321216011)]",8.661086783550773e-05,0.00015596915606004048,[],
{'W1'},29,127.21165722875055,318.8650892744979,9,16,23,8.646965267577913e-05,5.887552167630735e-05,Valid,1083.0421312638414,0.0016249721264795837,1083.0421312638414,0.0017114417791553628,3465.826082479275,0.005476757907764524,"(369, 437)","(369, 437)",bool,157,309.54,20.73,[9.038391165913795],Point Source Detected,"[(129.64297132262627, 312.75788229918567)]",5.2004323827220944e-05,9.302938739830092e-05,[],
{'W1'},31,122.34377351734581,311.1217990670151,9,16,23,0.00015879198177084597,6.19086084086014e-05,Valid,1206.6554537450634,0.0017479856928659734,1206.6554537450634,0.0019067776746368194,3728.1958917414204,0.0058913591870668,"(369, 437)","(369, 437)",bool,158,309.54,20.73,[10.285427876147127],Point Source Detected,"[(129.64297132262627, 312.75788229918567)]",5.489191956960571e-05,9.648640828029206e-05,[],
{'W1'},32,119.74811061649291,244.91094798940713,9,16,23,0.00029102245614447825,8.161819970659398e-05,Valid,2099.450242157915,0.0030265648786104446,2099.450242157915,0.003317587334754923,6455.216877675832,0.01020064459087224,"(369, 437)","(369, 437)",bool,256,309.54,20.73,"[12.077827117421919, 7.502347927749635]",Point Source Detected,"[(118.99314019699655, 236.15957844226784), (122.35526435179105, 249.7040104181587)]",7.240516896137196e-05,0.00012696154456445425,[],
{'W1'},34,96.26280296733248,187.51505727851185,9,16,23,0.0002117059261130213,7.179057359884801e-05,Valid,1622.3527818431623,0.002351963806785768,1622.3527818431623,0.002563669732898789,5016.392203763611,0.007926989126574255,"(369, 437)","(369, 437)",bool,256,309.54,20.73,[7.048245877320503],Point Source Detected,"[(93.33342851412652, 183.3085609568801)]",6.364868378754189e-05,0.00011192124185828804,[],
{'W1'},37,72.40881670378849,335.4022574174526,9,16,23,2.9458185196063347e-05,5.0591563704189735e-05,Valid,794.7293984961581,0.0012263868613139415,794.7293984961581,0.0012558450465100048,2615.7024492230007,0.004133377939984025,"(369, 437)","(369, 437)",bool,256,309.54,20.73,[],No,[],4.4547816041304055e-05,8.081853017397037e-05,[],
{'W1'},38,60.883681982667305,112.86158188491027,9,16,23,6.83435000562397e-05,5.27298511487819e-05,Valid,868.5910277462037,0.0013042189617102722,868.5910277462037,0.0013725624617665119,2781.7068496751804,0.004395700945023511,"(369, 437)","(369, 437)",bool,252,309.54,20.73,[1.4812083476281173],Yes!!,"[(60.85985815622834, 113.9385608635844)]",4.6571952702075526e-05,8.334363885712363e-05,[],
{'W1'},42,34.03946559826659,185.534540849827,9,16,23,0.00018322255829266517,5.868444656390226e-05,Valid,1090.1145533927559,0.001539395183793265,1090.1145533927559,0.00172261774208593,3283.3030747378266,0.005188331915747671,"(369, 437)","(369, 437)",bool,248,309.54,20.73,[4.934454145390541],Yes!!,"[(35.118822328290946, 188.95707112530735)]",5.2173845414326195e-05,9.054662452486453e-05,[],
{'W1'},44,27.106572031568845,287.11205716371296,9,16,23,0.0002430116211919024,5.396781542497753e-05,Valid,934.6760652099645,0.0012339795519124982,934.6760652099645,0.0014769911731044006,2631.8965393762137,0.004158968119408791,"(369, 437)","(369, 437)",bool,239,309.54,20.73,"[0.9587006703440272, 7.546408711591116]",Yes!!,"[(26.704567471152394, 286.54238043650787), (32.59471545360765, 287.07095652114765)]",4.8311145938639366e-05,8.106832217684381e-05,[],
{'W1'},45,19.014239069555003,310.3407720619729,9,16,23,8.189783853327975e-05,4.865902843725054e-05,Valid,743.0865105367916,0.0010923402293573784,743.0865105367916,0.0011742380678906581,2329.800736982524,0.0036815911433896826,"(369, 437)","(369, 437)",bool,254,309.54,20.73,[],No,[],4.307610897793247e-05,7.627393764055437e-05,[],
{'W1'},83,231.48778364414852,269.8943392761296,9,16,23,0.00029864274989866487,0.00010031225271284732,Valid,3150.905243010975,0.0046804718379667674,3150.905243010975,0.004979114587865432,9982.7566947123,0.015774923602036143,"(369, 437)","(369, 437)",bool,256,309.54,20.73,[6.583874602353049],Yes!!,"[(232.03974977387307, 274.65069155172574)]",8.870221190938356e-05,0.00015788541807462553,[],
{'W1'},85,217.177779014164,220.53977790511135,9,16,23,0.009395225077299568,0.0001903583896817612,Valid,12551.44255002239,0.010438780035418977,12551.44255002239,0.019834005112718545,22264.379509326645,0.03518255493418989,"(369, 437)","(369, 437)",bool,256,309.54,20.73,[0.29782167792510633],Yes!!,"[(217.3943757277362, 220.5391628086986)]",0.0001770368198039994,0.00023578820503806938,[],
{'W1'},91,144.73415995054484,178.38892395599828,9,16,23,2.6364229232589582e-05,9.043530813762929e-05,Valid,2529.6344619393476,0.003971007598862544,2529.6344619393476,0.003997371828095134,8469.574022588087,0.01338376635172191,"(369, 437)","(369, 437)",bool,219,309.54,20.73,"[6.991001473431513, 8.879025049359516]",Point Source Detected,"[(149.70973238349896, 177.34276710076176), (142.30866351389432, 184.3735645200485)]",7.947776811981768e-05,0.00014542784286692388,[],
{'W1'},98,45.10675790439183,76.52607203429392,9,16,23,9.48547306941223e-05,5.079201447292917e-05,Valid,810.4750036691856,0.0011858717915713608,810.4750036691856,0.001280726522265483,2529.2897759474836,0.003996827149370143,"(369, 437)","(369, 437)",bool,254,309.54,20.73,[0.13314894931077426],Yes!!,"[(45.09266689385177, 76.43026714395607)]",4.498695421370385e-05,7.947235314642678e-05,[],
{'W1'},101,280.4506992248437,154.97753584782436,9,16,23,0.0003791819220954097,7.921092812789281e-05,Valid,1992.6474461284754,0.002769633799830294,1992.6474461284754,0.003148815721925704,5907.22074917303,0.009334691695724326,"(369, 437)","(369, 437)",bool,225,309.54,20.73,[1.4941432504076897],Yes!!,"[(279.4221204071491, 155.32801135543508)]",7.053944067509284e-05,0.00012145303684499701,[],
{'W1'},105,210.91892635242857,313.0288159153972,9,16,23,0.0003404810463451791,7.182800793006778e-05,Valid,1642.6596417597766,0.0022552779354032375,1642.6596417597766,0.0025957589817484166,4810.175488175524,0.007601121930433133,"(369, 437)","(369, 437)",bool,250,309.54,20.73,[9.026981159085102],Point Source Detected,"[(211.36168276583106, 306.4786856354707)]",6.404578776245377e-05,0.00010959663972204248,[],
{'W1'},107,203.9235774355693,174.00027022976883,9,16,23,0.00025021317124623507,0.00010471578743463047,Valid,3422.7233496522595,0.005158433057732682,3422.7233496522595,0.005408646228978917,11002.177541928355,0.017385829935321263,"(369, 437)","(369, 437)",bool,250,309.54,20.73,"[9.01432165988941, 8.031545111738401]",Point Source Detected,"[(197.4201197622296, 174.82760018217965), (208.10446894069318, 178.0793477547129)]",9.244909775080023e-05,0.00016575097917922516,[],
{'W1'},120,176.8116251669976,251.19741357956195,9,16,23,0.0003806024856474249,0.00010480446314802703,Valid,3447.341513493894,0.005066945788698363,3447.341513493894,0.005447548274345788,10807.048679059248,0.01707748395450189,"(369, 437)","(369, 437)",bool,255,309.54,20.73,"[5.487422037655745, 5.060352597498933]",Yes!!,"[(179.5406297516763, 248.28546625414114), (176.80745538839273, 254.8776677029999)]",9.278097517941495e-05,0.0001642745673667892,[],
