srcid,src_num,detid,observation_id,observation_oid,ra,dec,duration,IAUNAME,ra_2,dec_2,IAUstripped,MJD,FIBERID,PLATE,CSC21P_name,CHANDRA_OBSID, OBSDATE, TIME
202033608010075,140,106727801010142,0672780101,62595,150.42465310008,2.0659130922614,126275,4XMM J100141.9+020357,150.4248867555845,2.06614075852984,J100141.9+020358,52235.0,231.0,501.0,2CXO J100141.9+020358,8005,2007-04-25,31.6
201109302015076,35,108027101010035,0802710101,68526,150.49216916399,55.526803692157,19841,4XMM J100158.2+553135,150.49290180356007,55.5264832897039,J100158.3+553135,56011.0,80.0,5743.0,2CXO J100158.3+553135,7851,2006-12-27,4.7
201475101010006,48,101475117010048,0147511701,56724,162.70104814772,57.422649082192,99046,4XMM J105048.2+572521,162.7006323779692,57.42259322006356,J105048.1+572521,56625.0,162.0,7095.0,2CXO J105048.1+572521,1674,2001-07-05,4.7
209018305010006,6,109018305010006,0901830501,72359,186.90774015419,8.7353434664731,11704,4XMM J122737.8+084407,186.9076307125941,8.734938430610194,J122737.8+084405,53472.0,566.0,1626.0,2CXO J122737.8+084405,7840,2007-02-13,4.9
201445701010002,3,106711507010003,0671150701,62490,206.90179052961,17.567732940018,9082,4XMM J134736.4+173404,206.90166743381383,17.56793972168584,J134736.4+173404,54233.0,442.0,2742.0,2CXO J134736.4+173404,10561,2008-11-29,2.0
200131401010032,8,108805504010008,0880550401,71616,213.20673277009,-3.1224204950759,56838,4XMM J141249.6-030720,213.2070914558974,-3.122107893524904,J141249.7-030719,52378.0,84.0,916.0,2CXO J141249.7-030719,358,2000-08-14,8.8
201451902010030,57,108040906010057,0804090601,68279,229.06649057775,56.284169910441,37541,4XMM J151616.0+561701,229.0670223994407,56.283780157629536,J151616.0+561701,56453.0,504.0,6796.0,2CXO J151616.0+561701,20830,2017-11-07,51.3
201451902010030,44,108040909010044,0804090901,69917,229.06726041578,56.283620525574,40164,4XMM J151616.0+561701,229.0670223994407,56.283780157629536,J151616.0+561701,56453.0,504.0,6796.0,2CXO J151616.0+561701,20830,2017-11-07,51.3
200731403010015,15,100731403010015,0073140301,54504,241.23971273496,32.881990453109,33025,4XMM J160457.7+325254,241.2404088810074,32.88153257650129,J160457.6+325253,55719.0,723.0,4961.0,2CXO J160457.6+325253,2791,2002-01-07,20.4
200731403010015,12,100731405010012,0073140501,54505,241.24041773135,32.882057455283,33250,4XMM J160457.7+325254,241.2404088810074,32.88153257650129,J160457.6+325253,55719.0,723.0,4961.0,2CXO J160457.6+325253,2791,2002-01-07,20.4
201109302010047,46,108027103010046,0802710301,68534,150.24738369564,55.860898157932,19442,4XMM J100059.4+555139,150.24787934990104,55.86116342175639,J100059.4+555140,56624.0,522.0,7084.0,2CXO J100059.4+555140,362,2000-04-16,47.7
200813408010018,18,100813408010018,0081340801,54529,183.47295383296,2.9265935851804,19998,4XMM J121353.5+025535,183.47274248035683,2.926636433229848,J121353.4+025535,55633.0,212.0,4749.0,2CXO J121353.4+025535,4110,2003-04-15,10.0
201095201010003,20,101095206010018,0109520601,55264,35.741626022386,-4.3113067996827,18991,4XMM J022257.9-041840,35.74153050987752,-4.311349189918651,J022257.9-041840,55534.0,367.0,4387.0,2CXO J022257.9-041840,18258,2016-09-26,9.9
207626303010017,16,107626303010017,0762630301,66729,184.51221536746,29.411259098619,20061,4XMM J121802.9+292440,184.51210024389832,29.411162562710928,J121802.9+292440,53799.0,106.0,2230.0,2CXO J121802.9+292440,21046,2018-05-31,37.6
201115502015138,50,101621604010049,0162160401,57271,189.30855087747,62.084578072765,8936,4XMM J123714.3+620503,189.3097184217619,62.08449501009272,J123714.3+620504,56686.0,80.0,7118.0,2CXO J123714.3+620504,1671,2000-11-21,167.2
204049672010015,5,105539114010009,0553911401,60905,33.550933976073,-4.394254962715,24934,4XMM J021412.2-042338,33.55080582304748,-4.39427061947865,J021412.1-042339,56662.0,723.0,7237.0,2CXO J021412.1-042339,20536,2017-09-24,9.9
208270209010003,3,108270209010003,0827020901,69076,171.09410394097,21.525504769041,33968,4XMM J112422.5+213131,171.0942147861341,21.525592179086622,J112422.6+213132,54178.0,117.0,2496.0,2CXO J112422.6+213132,11770,2009-10-30,5.0
202005101010002,2,104028301010002,0402830101,59160,186.70650107936,31.293439084118,40338,4XMM J122649.5+311736,186.7065098844489,31.293497744734186,J122649.5+311736,53818.0,48.0,2013.0,2CXO J122649.5+311736,1639,2000-10-29,1.7
208612603010003,3,108612603010003,0861260301,71234,216.03859355931,4.2687505886451,57512,4XMM J142409.2+041607,216.0389133485537,4.268658938327836,J142409.3+041607,52027.0,349.0,585.0,2CXO J142409.3+041607,15375,2012-12-15,9.9
209026301010020,33,109026303010033,0902630301,72650,137.39120849467,51.70950741571,54752,4XMM J090933.9+514234,137.3912011741122,51.71052157796798,J090933.9+514237,56598.0,370.0,5729.0,2CXO J090933.9+514237,5377,2005-02-10,2.9
206558002010021,21,106558002010021,0655800201,62273,186.39372892741,5.5080999925468,19738,4XMM J122534.4+053029,186.39453368151,5.508048054770607,J122534.6+053028,54509.0,507.0,2880.0,2CXO J122534.6+053028,21695,2019-06-19,14.4
201060604010004,11,101060605010011,0106060501,55084,187.57447517166,13.872700739962,14091,4XMM J123017.8+135220,187.5745364665621,13.872778262956135,J123017.8+135222,56308.0,900.0,5400.0,2CXO J123017.8+135222,8066,2008-02-21,5.1
201415701010014,14,101415701010014,0141570101,56539,188.8301915045,12.553861093154,39589,4XMM J123519.2+123313,188.83036204695213,12.553900834342535,J123519.2+123314,56010.0,372.0,5405.0,2CXO J123519.2+123314,2072,2001-04-22,54.4
201096608010064,36,101096609010036,0109660901,55273,203.75052886742,37.942367532737,45397,4XMM J133500.1+375632,203.7507263547559,37.9424791939464,J133500.1+375632,55590.0,534.0,3987.0,2CXO J133500.1+375632,2236,2001-06-08,29.8
200393401010008,7,106512401010007,0651240101,61836,233.16404290381,30.436316729507,36138,4XMM J153239.4+302610,233.16391875315253,30.43627854141797,J153239.3+302610,55735.0,512.0,4722.0,2CXO J153239.3+302610,1649,2001-08-26,9.4
200411804010084,61,100411804010084,0041180401,54282,208.43885148211,40.33973218905,20000,4XMM J135345.3+402023,208.43937113212223,40.3391496132556,J135345.3+402021,53061.0,422.0,1378.0,2CXO J135345.3+402021,5903,2005-04-10,4.5
201475112010065,62,101475112010065,0147511201,56721,163.74624637907,57.648813506039,103993,4XMM J105458.9+573856,163.745977772576,57.64882814060254,J105459.0+573855,56666.0,492.0,7102.0,2CXO J105459.0+573855,1683,2001-07-05,4.7
206050009015004,4,108273513010004,0827351301,71022,137.45246066141,10.942778498616,19055,4XMM J090948.6+105633,137.45255062424735,10.94286541896549,J090948.6+105634,53050.0,431.0,1739.0,2CXO J090948.6+105634,924,2000-10-02,29.8
201451902010030,32,108842204010032,0884220401,71296,229.06660008692,56.283885367628,69722,4XMM J151616.0+561701,229.0670223994407,56.283780157629536,J151616.0+561701,56453.0,504.0,6796.0,2CXO J151616.0+561701,20830,2017-11-07,51.3
200851501010023,29,100851502010030,0085150201,54599,132.26002803051,45.001395720014,48238,4XMM J084902.2+450003,132.25955381546817,45.0013107694644,J084902.2+450004,56226.0,663.0,4684.0,2CXO J084902.2+450004,927,2000-05-04,125.2
200943101010104,103,100943101010104,0094310101,54777,334.42355577782,0.15178123282425,6228,4XMM J221741.7+000908,334.42356130124506,0.1520843737717409,J221741.6+000907,52140.0,356.0,375.0,2CXO J221741.6+000907,1694,2001-07-10,77.9
201123707010006,6,101123707010006,0112370701,55684,34.37096241288,-5.3140901633057,47648,4XMM J021729.0-051850,34.37075364659637,-5.314240925502898,J021728.9-051851,56662.0,69.0,7237.0,2CXO J021728.9-051851,17287,2015-09-23,47.5
201109302015076,38,101477601010038,0147760101,56741,150.49235976698,55.526683411747,41142,4XMM J100158.2+553135,150.49290180356007,55.5264832897039,J100158.3+553135,56011.0,80.0,5743.0,2CXO J100158.3+553135,7851,2006-12-27,4.7
201445701010002,2,106511402010002,0651140201,61825,206.90197606998,17.567606895639,12668,4XMM J134736.4+173404,206.90166743381383,17.56793972168584,J134736.4+173404,54233.0,442.0,2742.0,2CXO J134736.4+173404,10561,2008-11-29,2.0
201445701010002,3,106511404010003,0651140401,61827,206.90227248178,17.567582925883,7668,4XMM J134736.4+173404,206.90166743381383,17.56793972168584,J134736.4+173404,54233.0,442.0,2742.0,2CXO J134736.4+173404,10561,2008-11-29,2.0
201451902010030,32,108243205010032,0824320501,70333,229.06701236487,56.284049215495,64323,4XMM J151616.0+561701,229.0670223994407,56.283780157629536,J151616.0+561701,56453.0,504.0,6796.0,2CXO J151616.0+561701,20830,2017-11-07,51.3
202033607010121,37,103023501010041,0302350101,58363,150.49077447847,2.6347574375996,18036,4XMM J100157.7+023804,150.49064254989906,2.63462829760258,J100157.7+023804,55630.0,940.0,4737.0,2CXO J100157.7+023804,15207,2012-11-25,14.9
202033607010121,66,103023506010067,0302350601,58368,150.4906316311,2.6343539964606,18037,4XMM J100157.7+023804,150.49064254989906,2.63462829760258,J100157.7+023804,55630.0,940.0,4737.0,2CXO J100157.7+023804,15207,2012-11-25,14.9
201128305015080,86,101128302010090,0112830201,55849,182.54461820478,39.383497404383,56999,4XMM J121010.6+392300,182.54444854398932,39.38366180984765,J121010.6+392301,56366.0,454.0,6632.0,2CXO J121010.6+392301,348,2000-03-07,27.7
200675402010023,24,100675402010023,0067540201,54469,12.349575536317,32.004429679201,47263,4XMM J004923.8+320015,12.349562687891478,32.00423737859483,J004923.9+320015,56540.0,355.0,6872.0,2CXO J004923.9+320015,12809,2010-10-13,93.8
202021902010010,10,102021902010010,0202190201,57587,3.9338959480466,17.26741642391,24981,4XMM J001544.1+171602,3.933901739147871,17.26723686108447,J001544.1+171602,56270.0,113.0,6111.0,2CXO J001544.1+171602,10547,2008-10-29,9.9
201530301010006,6,101530301010006,0153030101,57038,10.307480097447,25.446130273236,14037,4XMM J004113.8+252646,10.307595329820684,25.44614072274096,J004113.8+252646,56301.0,466.0,6286.0,2CXO J004113.8+252646,7608,2007-07-11,3.0
208427301010097,171,108427302010171,0842730201,70650,164.09258183268,42.303202179857,79761,4XMM J105622.0+421808,164.0920394798834,42.302195347916246,J105622.0+421807,55654.0,642.0,4624.0,2CXO J105622.0+421807,17063,2015-03-02,23.4
201096608010118,137,101096610010132,0109661001,55274,203.370988488,37.932858728624,85604,4XMM J133329.1+375559,203.3712151280257,37.93296653789965,J133329.1+375558,55333.0,88.0,3984.0,2CXO J133329.1+375558,2236,2001-06-08,29.8
201090701010028,15,105615802010014,0561580201,61210,158.81516790986,39.652632177331,60835,4XMM J103515.6+393909,158.81524459541015,39.65264475174022,J103515.6+393909,53003.0,270.0,1432.0,2CXO J103515.6+393909,3319,2002-03-26,5.1
203002106010008,2,105052103010004,0505210301,60286,356.19328636254,9.0940430989308,18923,4XMM J234446.3+090538,356.1931274408752,9.09396200676222,J234446.3+090538,56190.0,740.0,6160.0,2CXO J234446.3+090538,4941,2004-05-17,16.1
201082602010142,88,108218002010088,0821800201,69533,186.44179548413,12.883660977565,122759,4XMM J122546.0+125301,186.44233378931585,12.883613997070755,J122546.1+125301,53120.0,559.0,1614.0,2CXO J122546.1+125301,318,2000-04-07,14.6
208102005010010,10,108102005010010,0810200501,69507,192.04272787465,17.860004576236,27828,4XMM J124810.2+175135,192.0427447939154,17.859979515905767,J124810.2+175135,56090.0,279.0,5856.0,2CXO J124810.2+175135,18346,2016-08-03,58.5
201573601010066,16,103059004010016,0305900401,58742,197.25660712441,21.378697954916,12986,4XMM J130901.4+212243,197.2561808231883,21.378693930066778,J130901.4+212243,56066.0,246.0,5992.0,2CXO J130901.4+212243,2790,2002-05-21,19.2
208545902010017,26,108914001010026,0891400101,72006,214.02048378012,13.215867005557,16861,4XMM J141604.9+131256,214.0202078882644,13.215672010963567,J141604.8+131257,53442.0,158.0,1706.0,2CXO J141604.8+131257,7875,2007-03-20,19.5
201090701010028,19,106553101010014,0655310101,62224,158.81502570123,39.652329831397,44372,4XMM J103515.6+393909,158.81524459541015,39.65264475174022,J103515.6+393909,53003.0,270.0,1432.0,2CXO J103515.6+393909,3319,2002-03-26,5.1
202033608010075,37,103023509010035,0302350901,58371,150.42493450665,2.0653541056799,16730,4XMM J100141.9+020357,150.4248867555845,2.06614075852984,J100141.9+020358,52235.0,231.0,501.0,2CXO J100141.9+020358,8005,2007-04-25,31.6
206776701390002,2,106776701390002,0677670139,64135,31.49199644923,-6.2206780426447,14348,4XMM J020558.1-061313,31.492178330531544,-6.220464501372674,J020558.1-061313,56660.0,271.0,7238.0,2CXO J020558.1-061313,16575,2015-06-24,5.0
201122503010018,28,101122513010028,0112251301,55642,214.14494304283,11.558894112569,25998,4XMM J141634.7+113332,214.1451384412103,11.558217251502214,J141634.8+113329,55980.0,916.0,5456.0,2CXO J141634.8+113329,5645,2005-03-30,88.9
201279204010038,38,101279204010038,0127920401,56223,214.18353408974,52.372242981692,26804,4XMM J141644.0+522218,214.18318807415065,52.37203967448506,J141643.9+522219,56415.0,829.0,6742.0,2CXO J141643.9+522219,3305,2002-08-11,29.4
201279204010038,32,101279210010032,0127921001,56228,214.18353914658,52.371851586657,51508,4XMM J141644.0+522218,214.18318807415065,52.37203967448506,J141643.9+522219,56415.0,829.0,6742.0,2CXO J141643.9+522219,3305,2002-08-11,29.4
204050803010051,52,104050803010051,0405080301,59381,199.02132004864,42.045119579312,39004,4XMM J131605.2+420244,199.0217658120117,42.04577589347901,J131605.2+420244,56368.0,152.0,6620.0,2CXO J131605.2+420244,2197,2001-08-27,28.0
201109302015076,80,101109302015076,0110930201,55368,150.49213397542,55.526322788568,20024,4XMM J100158.2+553135,150.49290180356007,55.5264832897039,J100158.3+553135,56011.0,80.0,5743.0,2CXO J100158.3+553135,7851,2006-12-27,4.7
200928001010015,18,105022203010018,0502220301,59973,127.91299303568,52.701611363046,82718,4XMM J083139.0+524205,127.9129610476968,52.70150226506805,J083139.1+524205,51883.0,191.0,444.0,2CXO J083139.1+524205,1643,2000-10-11,9.1
201109302015076,30,108027105010030,0802710501,68562,150.49290378629,55.526865934266,19449,4XMM J100158.2+553135,150.49290180356007,55.5264832897039,J100158.3+553135,56011.0,80.0,5743.0,2CXO J100158.3+553135,7851,2006-12-27,4.7
200990301010011,11,100990301010011,0099030101,54857,169.2651427693,17.744856685589,20034,4XMM J111703.6+174441,169.2648785212334,17.744646701264188,J111703.5+174440,54174.0,379.0,2494.0,2CXO J111703.5+174440,4933,2004-06-18,18.8
201445701010002,2,106711506010002,0671150601,62489,206.90105097593,17.567926783998,10469,4XMM J134736.4+173404,206.90166743381383,17.56793972168584,J134736.4+173404,54233.0,442.0,2742.0,2CXO J134736.4+173404,10561,2008-11-29,2.0
201279204010038,51,107238601010044,0723860101,64861,214.18426918969,52.371929271242,28956,4XMM J141644.0+522218,214.18318807415065,52.37203967448506,J141643.9+522219,56415.0,829.0,6742.0,2CXO J141643.9+522219,3305,2002-08-11,29.4
208434401010012,12,108434401010012,0843440101,70607,121.08858373704,10.103237483879,12691,4XMM J080421.2+100611,121.08883204838436,10.103212730028536,J080421.3+100611,54139.0,442.0,2419.0,2CXO J080421.3+100611,5626,2004-12-12,19.8
201088607010011,11,101088607010011,0108860701,55141,201.0287061608,13.907858585951,24300,4XMM J132406.8+135428,201.02858591876213,13.907777234973098,J132406.8+135427,56011.0,420.0,5431.0,2CXO J132406.8+135427,6944,2006-04-13,20.9
206558001010003,4,106558001010003,0655800101,62272,181.94211882061,43.126636520397,12636,4XMM J120746.1+430735,181.94214696554843,43.12687078851487,J120746.1+430736,53120.0,353.0,1450.0,2CXO J120746.1+430736,1578,2001-04-03,14.3
201016402010002,2,101016402010002,0101640201,54912,29.989808054064,0.55295530430787,11511,4XMM J015957.5+003310,29.99016605272635,0.552880420368375,J015957.6+003311,55201.0,524.0,3609.0,2CXO J015957.6+003311,5777,2005-09-02,19.9
206555710010003,3,106555710010003,0655571001,62258,139.19181121232,28.590976746928,15034,4XMM J091646.0+283527,139.19182432935986,28.59077408443212,J091646.0+283526,56273.0,559.0,5797.0,2CXO J091646.0+283526,15026,2013-05-12,5.0
201405506010089,64,107289802010064,0728980201,64757,151.80539818632,12.787714538866,63042,4XMM J100713.4+124714,151.80523706670436,12.786987401922428,J100713.2+124712,53055.0,590.0,1744.0,2CXO J100713.2+124712,5606,2005-01-05,41.1
202060901010025,25,102060901010025,0206090101,57958,174.56946427672,21.970768138806,34897,4XMM J113816.6+215814,174.56933639188514,21.9705723034803,J113816.6+215814,56311.0,864.0,6431.0,2CXO J113816.6+215814,20583,2019-03-05,34.6
208039514010005,5,108039514010005,0803951401,68251,191.61216255564,26.317793633347,37041,4XMM J124626.9+261904,191.61239267065355,26.317803734743475,J124627.0+261903,56339.0,589.0,5987.0,2CXO J124627.0+261903,13343,2012-02-09,1.6
200932001010024,24,100932001010024,0093200101,54742,194.79027276912,-1.6038939879285,40001,4XMM J125909.6-013614,194.78999889393597,-1.6042399565298051,J125909.6-013615,55241.0,974.0,3794.0,2CXO J125909.6-013615,4178,2003-08-03,27.3
201122503010018,18,101122503010018,0112250301,55641,214.14501144443,11.558888377351,21955,4XMM J141634.7+113332,214.1451384412103,11.558217251502214,J141634.8+113329,55980.0,916.0,5456.0,2CXO J141634.8+113329,5645,2005-03-30,88.9
208844702010030,30,108844702010030,0884470201,71958,217.71834762972,33.222972623581,29762,4XMM J143052.4+331322,217.7178952091092,33.22305157892522,J143052.2+331322,55269.0,242.0,3860.0,2CXO J143052.2+331322,4252,2003-04-01,4.6
206524002010024,23,106524002010024,0652400201,62018,252.74500515415,34.78485027942,35034,4XMM J165058.8+344705,252.7450724880293,34.78446933571085,J165058.8+344704,55746.0,562.0,4987.0,2CXO J165058.8+344704,8638,2007-11-26,8.6
201573601010066,13,104028503010014,0402850301,59163,197.25638634469,21.378615805773,5171,4XMM J130901.4+212243,197.2561808231883,21.378693930066778,J130901.4+212243,56066.0,246.0,5992.0,2CXO J130901.4+212243,2790,2002-05-21,19.2
202071302010094,102,102071302010094,0207130201,58033,151.24304867564,41.222527191213,58836,4XMM J100458.3+411321,151.2430753077881,41.22269519739027,J100458.3+411321,52672.0,61.0,1217.0,2CXO J100458.3+411321,5794,2005-01-01,80.1
209016303010018,18,109016303010018,0901630301,72358,180.99256058827,57.926352089856,4762,4XMM J120358.2+575534,180.993941197617,57.92678846709953,J120358.5+575536,56429.0,589.0,6838.0,2CXO J120358.5+575536,5757,2005-09-02,59.0
201451902010030,39,108511807010039,0851180701,70067,229.06667356719,56.283655331016,56661,4XMM J151616.0+561701,229.0670223994407,56.283780157629536,J151616.0+561701,56453.0,504.0,6796.0,2CXO J151616.0+561701,20830,2017-11-07,51.3
208007610010044,44,108007610010044,0800761001,68922,117.60878849649,50.253638954106,10762,4XMM J075026.1+501513,117.60776359496111,50.25354045866459,J075025.8+501512,53318.0,487.0,1868.0,2CXO J075025.8+501512,12811,2011-01-08,4.9
202005101010002,3,102005102010003,0200510201,57384,186.70703134674,31.293105810049,17049,4XMM J122649.5+311736,186.7065098844489,31.293497744734186,J122649.5+311736,53818.0,48.0,2013.0,2CXO J122649.5+311736,1639,2000-10-29,1.7
201451902010030,42,108918015010042,0891801501,71732,229.06711551856,56.283834228951,62928,4XMM J151616.0+561701,229.0670223994407,56.283780157629536,J151616.0+561701,56453.0,504.0,6796.0,2CXO J151616.0+561701,20830,2017-11-07,51.3
201090701010028,21,106553102010013,0655310201,62225,158.81532849642,39.652611091345,53011,4XMM J103515.6+393909,158.81524459541015,39.65264475174022,J103515.6+393909,53003.0,270.0,1432.0,2CXO J103515.6+393909,3319,2002-03-26,5.1
201115502015138,70,101621602010072,0162160201,57269,189.3116518492,62.084625361884,11536,4XMM J123714.3+620503,189.3097184217619,62.08449501009272,J123714.3+620504,56686.0,80.0,7118.0,2CXO J123714.3+620504,1671,2000-11-21,167.2
202019401010071,133,105543803015120,0554380301,60928,169.91541608283,21.372046468845,88783,4XMM J111939.6+212220,169.91618765118096,21.37253076629949,J111939.8+212221,56274.0,23.0,6429.0,2CXO J111939.8+212221,5790,2005-03-25,52.3
201109302010047,18,108027105010018,0802710501,68562,150.24732370657,55.860929634883,19449,4XMM J100059.4+555139,150.24787934990104,55.86116342175639,J100059.4+555140,56624.0,522.0,7084.0,2CXO J100059.4+555140,362,2000-04-16,47.7
201090701010028,31,108650112010031,0865011201,71121,158.8151541587,39.652687656506,91040,4XMM J103515.6+393909,158.81524459541015,39.65264475174022,J103515.6+393909,53003.0,270.0,1432.0,2CXO J103515.6+393909,3319,2002-03-26,5.1
206733101010106,108,108218002010108,0821800201,69533,186.17636617204,12.852987166216,122759,4XMM J122442.2+125109,186.1754517221925,12.853341123688311,J122442.1+125112,53166.0,344.0,1615.0,2CXO J122442.1+125112,803,2000-05-19,28.5
200131401010032,9,100131402010009,0013140201,54110,213.20677323286,-3.1225938078085,10625,4XMM J141249.6-030720,213.2070914558974,-3.122107893524904,J141249.7-030719,52378.0,84.0,916.0,2CXO J141249.7-030719,358,2000-08-14,8.8
200960201010003,22,103040304010026,0304030401,58567,184.52993144335,29.936376332943,98474,4XMM J121807.1+295611,184.5297869584357,29.9365062085182,J121807.1+295611,53827.0,228.0,2232.0,2CXO J121807.1+295611,849,2000-05-26,10.0
207444119010086,93,107444119010086,0744411901,65559,10.793599224217,-9.438835075089,36544,4XMM J004310.4-092619,10.79411675450882,-9.438504341243616,J004310.5-092618,52148.0,477.0,656.0,2CXO J004310.5-092618,4884,2004-09-03,9.6
201109302010047,108,108027110010108,0802711001,68930,150.24800608601,55.861412620475,22062,4XMM J100059.4+555139,150.24787934990104,55.86116342175639,J100059.4+555140,56624.0,522.0,7084.0,2CXO J100059.4+555140,362,2000-04-16,47.7
201109302010047,29,101477601010029,0147760101,56741,150.2480909644,55.861478822759,41142,4XMM J100059.4+555139,150.24787934990104,55.86116342175639,J100059.4+555140,56624.0,522.0,7084.0,2CXO J100059.4+555140,362,2000-04-16,47.7
201078602010002,2,101078602010002,0107860201,55114,170.11105129913,43.255184104908,19999,4XMM J112026.6+431518,170.1110318720306,43.255146894678965,J112026.6+431519,53061.0,2.0,1364.0,2CXO J112026.6+431519,5771,2005-01-11,19.8
201128101010074,45,108612503010045,0861250301,71108,172.26553355191,58.535515339227,40798,4XMM J112903.3+583208,172.26442275855004,58.53573348327514,J112903.4+583208,56666.0,471.0,7099.0,2CXO J112903.4+583208,6227,2005-02-14,10.2
206534507010002,2,106534507010002,0653450701,62109,174.19137382825,7.1132703113857,53764,4XMM J113645.9+070647,174.1909861569818,7.113193445972505,J113645.8+070647,53084.0,159.0,1619.0,2CXO J113645.8+070647,10756,2009-02-09,5.0
208244502010093,93,108244502010093,0824450201,69540,187.60812383227,41.715758681601,101800,4XMM J123026.0+414256,187.60892611189104,41.71603367524552,J123026.0+414257,53112.0,57.0,1452.0,2CXO J123026.0+414257,4726,2004-11-20,39.6
201451902010030,42,108243202010042,0824320201,69886,229.06719911385,56.284192135355,59662,4XMM J151616.0+561701,229.0670223994407,56.283780157629536,J151616.0+561701,56453.0,504.0,6796.0,2CXO J151616.0+561701,20830,2017-11-07,51.3
203002106015027,47,104021903010047,0402190301,59097,356.19602022357,9.306371432634,26341,4XMM J234446.9+091823,356.19577145076846,9.30659116816662,J234446.9+091823,56190.0,735.0,6160.0,2CXO J234446.9+091823,4941,2004-05-17,16.1
207829401010012,13,107829401010012,0782940101,67487,264.50541079415,58.50314676548,20040,4XMM J173801.2+583011,264.5050088008918,58.50335094028919,J173801.1+583012,52017.0,32.0,366.0,2CXO J173801.1+583012,3038,2002-08-05,4.6
201125217010049,45,101125217010049,0112521701,55737,187.04746185752,44.220122156494,13000,4XMM J122811.3+441313,187.0469592445205,44.22032599358055,J122811.2+441313,56367.0,420.0,6636.0,2CXO J122811.2+441313,938,2000-10-04,5.6
201096608010118,57,101096609010064,0109660901,55273,203.37142144268,37.93363419791,45397,4XMM J133329.1+375559,203.3712151280257,37.93296653789965,J133329.1+375558,55333.0,88.0,3984.0,2CXO J133329.1+375558,2236,2001-06-08,29.8
200851501010023,40,100851503010041,0085150301,54600,132.25967321686,45.00076384851,48116,4XMM J084902.2+450003,132.25955381546817,45.0013107694644,J084902.2+450004,56226.0,663.0,4684.0,2CXO J084902.2+450004,927,2000-05-04,125.2
202033612010051,51,102033612010051,0203361201,57702,150.06259158569,2.6591237737437,33130,4XMM J100014.9+023933,150.06206778176858,2.6594633710974813,J100014.8+023934,55630.0,808.0,4737.0,2CXO J100014.8+023934,7997,2006-12-30,45.4
201109302015076,51,108027108010051,0802710801,68914,150.49355488121,55.526640520433,22763,4XMM J100158.2+553135,150.49290180356007,55.5264832897039,J100158.3+553135,56011.0,80.0,5743.0,2CXO J100158.3+553135,7851,2006-12-27,4.7
200936404010025,25,100936404010025,0093640401,54756,200.14652761683,34.066639727285,15846,4XMM J132035.1+340359,200.1463070420872,34.06656156681823,J132035.1+340359,55331.0,978.0,3980.0,2CXO J132035.1+340359,7811,2007-02-19,14.1
208545902010017,22,108914002010022,0891400201,72008,214.02054270261,13.215236393591,17762,4XMM J141604.9+131256,214.0202078882644,13.215672010963567,J141604.8+131257,53442.0,158.0,1706.0,2CXO J141604.8+131257,7875,2007-03-20,19.5
201451902010030,43,108938103010043,0893810301,71997,229.0666204479,56.283848848233,47743,4XMM J151616.0+561701,229.0670223994407,56.283780157629536,J151616.0+561701,56453.0,504.0,6796.0,2CXO J151616.0+561701,20830,2017-11-07,51.3
208270106010042,42,108270106010042,0827010601,69113,231.10309582884,29.99182026801,31265,4XMM J152424.7+295930,231.10400955802515,29.992008763264405,J152424.9+295931,53442.0,162.0,1651.0,2CXO J152424.9+295931,4965,2004-05-31,55.4
204031001010063,61,104031001010063,0403100101,59191,189.12205116373,26.449806897631,77042,4XMM J123629.2+262659,189.1218257467656,26.44912758513501,J123629.2+262656,56340.0,84.0,5981.0,2CXO J123629.2+262656,2884,2003-02-04,30.0
201530301010006,6,102124810010008,0212481001,58102,10.307581164051,25.446071602729,3091,4XMM J004113.8+252646,10.307595329820684,25.44614072274096,J004113.8+252646,56301.0,466.0,6286.0,2CXO J004113.8+252646,7608,2007-07-11,3.0
207626303010019,20,107626303010019,0762630301,66729,184.51999991768,29.395537247207,20061,4XMM J121804.7+292343,184.52044237313956,29.395933689929823,J121804.9+292345,53827.0,282.0,2232.0,2CXO J121804.9+292345,21046,2018-05-31,37.6
200517602010020,26,107634801010022,0763480101,66789,211.52868574356,22.559107152019,99682,4XMM J140606.9+223333,211.5288485356588,22.55928517078354,J140606.9+223333,56066.0,392.0,6007.0,2CXO J140606.9+223333,3328,2002-08-05,5.0
201088601010028,30,101088601010028,0108860101,55136,185.95390815665,10.548414817585,18649,4XMM J122348.9+103254,185.9536206062668,10.547839806015087,J122348.8+103252,55956.0,202.0,5399.0,2CXO J122348.8+103252,3232,2003-02-04,30.1
203032602010113,70,103032605010068,0303260501,58497,158.07527895939,57.641239494507,26741,4XMM J103218.1+573829,158.07530246710496,57.64171595964464,J103218.0+573830,56657.0,650.0,7088.0,2CXO J103218.0+573830,1699,2001-04-30,40.7
201409601010027,26,101409601010027,0140960101,56525,211.78278610114,28.403663747085,21052,4XMM J140707.8+282413,211.7827746549721,28.403728251766157,J140707.8+282413,56103.0,604.0,6011.0,2CXO J140707.8+282413,16071,2014-09-04,34.6
207221404010058,57,107221404010058,0722140401,64896,214.1332784507,23.318336863295,31041,4XMM J141631.9+231906,214.13314231237476,23.318419217988424,J141631.9+231906,53800.0,207.0,2128.0,2CXO J141631.9+231906,2024,2001-09-05,14.6
