# ObsID,unabsorbed,model,Cstat,nH,nH error plus,nH error minus,gamma,gamma error plus,gamma error minus,0.3-7.5 flux,xflux error plus,xflux_error_minus,2-10 flux,flux210 error plus,flux210 error minus,Soft flux,fluxsoft error plus,fluxsoft error minus,Medium flux,fluxmed error plus,fluxmed error minus,Hard flux,fluxhard error plus,fluxhard error minus,Sum flux,fluxsum error plus,fluxsum error minus,Test Statistic,Ce,Cv,CXO name,RA,Dec,Z,galactic nH,counts,luminosity,luminosity error,Flux_OIII_5006,Flux_OIII_5006_err,Fx/F[OIII],Fx/F[OIII].1,compton thick,srcid,src_num,detid,observation_id,observation_oid,ra,dec,duration,IAUNAME,ra_2,dec_2,IAUstripped,MJD,FIBERID,PLATE,CSC21P_name,CHANDRA_OBSID, OBSDATE, TIME
15229,True,ERROR,566.313564238927,0.0104958868964471,1.8463926100804509,,-1.2961499707850348,0.6520766921204797,0.6520766921204797,3.6160392987313286e-14,6.9155333078584146e-15,6.9155333078584146e-15,9.294326598417579e-14,4.9867192489537196e-14,4.9867192489537196e-14,6.072812200271716e-18,4.3070228227209033e-14,4.3070228227209033e-14,7.120756591230166e-16,4.2364290372277736e-14,4.2364290372277736e-14,8.758691416844631e-15,3.431857199398052e-14,3.431857199398052e-14,9.475669159038143e-15,3.360211207660239e-14,3.360211207660239e-14,14.572026231116121,273.06231075343413,404.98586508471334,2CXO J100141.9+020358,150.4248867555845,2.06614075852984,0.1247853,0.0177,63,1.495685692932343e+42,2.860440214571194e+41,131.1834,11.30257,27.564762757569383,5.781925380220476,False,202033608010075.0,40.0,102033609010040.0,0203360901,57699.0,150.42497421654,2.0658700991359,34048.0,4XMM J100141.9+020357,150.4248867555845,2.06614075852984,J100141.9+020358,52235.0,231.0,501.0,2CXO J100141.9+020358,15229,2013-05-10,49.0
5606,True,res,527.0651599427181,0.0166737292667277,0.1351651806012997,,1.9,,,5.915181673533105e-15,1.7128205158364625e-15,1.7128205158364625e-15,3.723150577178619e-15,3.903453205855483e-15,3.903453205855483e-15,7.279885366801588e-16,6.9001959174152944e-15,6.9001959174152944e-15,2.4783510380521493e-15,5.147220504958271e-15,5.147220504958271e-15,1.7422401517425626e-15,5.886067918551312e-15,5.886067918551312e-15,4.945594396813035e-15,2.6824973575125648e-15,2.6824973575125648e-15,ERROR,ERROR,ERROR,2CXO J100713.2+124712,151.80523706670436,12.786987401922428,0.24810633,0.0346,81,1.123106334757754e+42,3.2521056457932453e+41,7.651914,4.675162,77.30329527400734,52.26656711076184,False,201405506010089.0,64.0,107289802010064.0,0728980201,64757.0,151.80539818632,12.787714538866,63042.0,4XMM J100713.4+124714,151.80523706670436,12.786987401922428,J100713.2+124712,53055.0,590.0,1744.0,2CXO J100713.2+124712,5606,2005-01-05,41.1
21395,True,main,480.3326012175263,0.0327885307756558,,,1.7796475501564806,,,6.96508551792272e-14,7.93362981281964e-15,7.93362981281964e-15,4.7424362644510415e-14,3.016258520703727e-14,3.016258520703727e-14,7.941513275920055e-15,6.96459446279203e-14,6.96459446279203e-14,2.7484118364713775e-14,5.0102120490373325e-14,5.0102120490373325e-14,2.1420720824837975e-14,5.6165948944208847e-14,5.6165948944208847e-14,5.683758492205087e-14,2.07496699702078e-14,2.07496699702078e-14,11.05378338336939,260.64490838589046,394.99314310485306,2CXO J101149.7+462901,152.9573333047839,46.48365838360258,0.086952776,0.00699,93,1.3291958141158225e+42,1.514029872398383e+41,221.6842,10.09396,31.41895325838612,3.8541425644425873,False,203063706010002.0,2.0,103063706010002.0,0306370601,58788.0,152.95726645298,46.483590539239,35055.0,4XMM J101149.7+462900,152.9573333047839,46.48365838360258,J101149.7+462901,52376.0,521.0,943.0,2CXO J101149.7+462901,21395,2019-02-20,17.8
903,True,main,527.0591248870918,0.0477471169121877,,,1.5525161700064407,,,4.2067141207905265e-14,3.810454164610765e-15,3.810454164610765e-15,3.423265841847127e-14,1.1644950287254616e-14,1.1644950287254616e-14,3.2793708320377434e-15,4.2597059193235495e-14,4.2597059193235495e-14,1.471448931192689e-14,3.1161790222994465e-14,3.1161790222994465e-14,1.4349481283085246e-14,3.152670847111142e-14,3.152670847111142e-14,3.232326469459953e-14,1.3554341075572117e-14,1.3554341075572117e-14,10.354627169246704,309.2616540248995,442.4220177574612,2CXO J101730.3+390417,154.3765234112674,39.07159914528026,0.530232,0.0139,149,4.753811273648859e+43,4.306016393156965e+42,19.47293,5.425367,216.02882158927935,63.28896888396781,False,200842307010018.0,21.0,100842307010018.0,0084230701,54590.0,154.37669656615,39.071665739142,22499.0,4XMM J101730.4+390417,154.3765234112674,39.07159914528026,J101730.3+390417,55617.0,669.0,4563.0,2CXO J101730.3+390417,903,2000-10-11,36.3
1520,True,main,589.2424723910488,0.0005060273542167,0.0056449626825649,,1.9199204089466684,0.1059070808908541,0.1059070808908541,1.0167033287236501e-13,6.659820361397402e-15,6.659820361397402e-15,5.81890708409407e-14,5.014082075889096e-14,5.014082075889096e-14,1.6997386006966523e-14,9.133300144446595e-14,9.133300144446595e-14,4.220140079884294e-14,6.612865079445931e-14,6.612865079445931e-14,2.743113053574451e-14,8.089906385522463e-14,8.089906385522463e-14,8.664160726074172e-14,2.1688079908004432e-14,2.1688079908004432e-14,11.757705202381741,321.3589443047659,519.0950481830247,2CXO J101741.4+413051,154.42275441597496,41.514246723525694,0.3282006,0.0154,255,3.6769713284427567e+43,2.4085657860665465e+42,38.82395,4.091494,261.8752931434463,32.49465620690479,False,200287403010023.0,23.0,100287403010023.0,0028740301,54196.0,154.42297756809,41.514012460298,25958.0,4XMM J101741.5+413050,154.42275441597496,41.514246723525694,J101741.4+413051,55570.0,809.0,4562.0,2CXO J101741.4+413051,1520,2000-02-03,23.7
3344,True,res,555.7805118853205,0.0004846448755036,0.0854077080414898,,1.9,,,2.6857827546878345e-14,4.074629286940485e-15,4.074629286940485e-15,1.5248882077447004e-14,1.5681892188464616e-14,1.5681892188464616e-14,4.774009537042247e-15,2.6158592406151743e-14,2.6158592406151743e-14,1.0976157320927907e-14,1.995682365566203e-14,1.995682365566203e-14,7.144975416200933e-15,2.3787735807536628e-14,2.3787735807536628e-14,2.2895280108592623e-14,8.03751862327514e-15,8.03751862327514e-15,ERROR,ERROR,ERROR,2CXO J103218.0+573830,158.07530246710496,57.64171595964464,0.3624432,0.00613,96,1.225205918680864e+43,1.8587727954080618e+42,29.4508,3.654273,91.19557888708742,17.87345854939532,False,203032602010113.0,70.0,103032605010068.0,0303260501,58497.0,158.07527895939,57.641239494507,26741.0,4XMM J103218.1+573829,158.07530246710496,57.64171595964464,J103218.0+573830,56657.0,650.0,7088.0,2CXO J103218.0+573830,3344,2002-05-01,38.5
3344,True,res,555.7805118853205,0.0004846448755036,0.0854077080414898,,1.9,,,2.6857827546878345e-14,4.074629286940485e-15,4.074629286940485e-15,1.5248882077447004e-14,1.5681892188464616e-14,1.5681892188464616e-14,4.774009537042247e-15,2.6158592406151743e-14,2.6158592406151743e-14,1.0976157320927907e-14,1.995682365566203e-14,1.995682365566203e-14,7.144975416200933e-15,2.3787735807536628e-14,2.3787735807536628e-14,2.2895280108592623e-14,8.03751862327514e-15,8.03751862327514e-15,ERROR,ERROR,ERROR,2CXO J103218.0+573830,158.07530246710496,57.64171595964464,0.3624432,0.00613,96,1.225205918680864e+43,1.8587727954080618e+42,29.4508,3.654273,91.19557888708742,17.87345854939532,False,203032602010113.0,98.0,103032602010113.0,0303260201,58495.0,158.07616673647,57.64198711629,96006.0,4XMM J103218.1+573829,158.07530246710496,57.64171595964464,J103218.0+573830,56657.0,650.0,7088.0,2CXO J103218.0+573830,3344,2002-05-01,38.5
4216,True,main,813.8048926454012,2.5896127116068943e-05,0.0063990345858066,,1.7068101084679947,0.2110640967524086,0.2110640967524086,3.0281906395540874e-14,3.219642154785597e-15,3.219642154785597e-15,2.1162776295272934e-14,1.2337487529287108e-14,1.2337487529287108e-14,3.650485075774374e-15,2.9850800223563195e-14,2.9850800223563195e-14,1.149132335899174e-14,2.2010663242282102e-14,2.2010663242282102e-14,9.337345874933196e-15,2.4164649293647092e-14,2.4164649293647092e-14,2.448927214364335e-14,9.011422728984583e-15,9.011422728984583e-15,16.679907678654775,418.6245258836904,561.3108470661541,2CXO J111246.7+132401,168.19464310839157,13.40038509522985,0.06845123,0.0174,293,3.489332622401006e+41,3.709938950476763e+40,27.79237,13.65086,108.95762540416985,54.75652288987654,False,205007601010021.0,20.0,105007601010021.0,0500760101,59833.0,168.19470053204,13.400452877444,49964.0,4XMM J111246.7+132401,168.19464310839157,13.40038509522985,J111246.7+132401,53379.0,208.0,1752.0,2CXO J111246.7+132401,4216,2003-11-01,39.6
5629,True,main,462.93076480091986,0.0003624536165844,0.1077141000593122,,1.917477473174173,0.4531738113421079,0.4531738113421079,9.258488395316679e-14,2.011999472118904e-14,2.011999472118904e-14,5.33093604605827e-14,5.940580460230812e-14,5.940580460230812e-14,1.5204463058596227e-14,9.75116542828655e-14,9.75116542828655e-14,3.8422901450199905e-14,7.429002946396226e-14,7.429002946396226e-14,2.5116147979442743e-14,8.759757161655383e-14,8.759757161655383e-14,7.874722848906425e-14,3.396576923300543e-14,3.396576923300543e-14,13.453661826446412,202.98106846357342,373.3340614183947,2CXO J111437.0+125215,168.65445363389097,12.870800781616316,0.17113747,0.0169,58,7.641582161205094e+42,1.660623054004703e+42,23.37312,9.982815,396.1169238559798,189.82453713405891,False,207619501010029.0,29.0,107619501010029.0,0761950101,65853.0,168.6544123954,12.871094544225,26542.0,4XMM J111437.0+125215,168.65445363389097,12.870800781616316,J111437.0+125215,56000.0,960.0,5364.0,2CXO J111437.0+125215,5629,2005-02-08,6.0
19768,True,main,500.8130672199505,0.0019977041343953,0.0470285394610258,,1.9336121841861251,0.2463550904044866,0.2463550904044866,9.509740781055717e-14,1.2607741826231623e-14,1.2607741826231623e-14,5.3599441961807564e-14,5.4105292920026743e-14,5.4105292920026743e-14,1.6298803904463995e-14,9.140411595365982e-14,9.140411595365982e-14,3.9646981903732414e-14,6.805651438993181e-14,6.805651438993181e-14,2.5378499868739983e-14,8.232397337544737e-14,8.232397337544737e-14,8.129966761566285e-14,2.6405566856516142e-14,2.6405566856516142e-14,14.24502936140324,222.54810304781014,381.5841787314693,2CXO J112422.6+213132,171.0942147861341,21.525592179086622,0.18905616,0.0137,70,9.79021953048976e+42,1.2979592515122448e+42,8.500803,0.0,1118.687350013371,148.3123632700537,False,208270209010003.0,3.0,108270209010003.0,0827020901,69076.0,171.09410394097,21.525504769041,33968.0,4XMM J112422.5+213131,171.0942147861341,21.525592179086622,J112422.6+213132,54178.0,117.0,2496.0,2CXO J112422.6+213132,19768,2018-01-27,14.9
27593b,True,ERROR,569.3785502833036,0.0089831919452295,0.4671947264310819,,-1.8449550526105845,1.1817783256329562,1.1817783256329562,2.807528472817218e-13,3.81892301029946e-14,3.81892301029946e-14,8.474429666214855e-13,5.285065307230455e-13,5.285065307230455e-13,1.2813030419758348e-17,3.189285705994183e-13,3.189285705994183e-13,2.9229988628806378e-15,3.160069161695606e-13,3.160069161695606e-13,5.6010249137738855e-14,2.629381427455789e-13,2.629381427455789e-13,5.893970031537758e-14,2.6001007415720596e-13,2.6001007415720596e-13,16.922380938157925,245.1987360240172,366.98558337632613,2CXO J120746.1+430736,181.94214696554843,43.12687078851487,0.003162164,0.0132,67,6.258944598791045e+39,8.513690165545401e+38,6079.978,98.60386,4.617662223148205,0.6325632168503462,False,206558001010003.0,4.0,106558001010003.0,0655800101,62272.0,181.94211882061,43.126636520397,12636.0,4XMM J120746.1+430735,181.94214696554843,43.12687078851487,J120746.1+430736,53120.0,353.0,1450.0,2CXO J120746.1+430736,27593,2022-12-05,9.8
27593b,True,ERROR,569.3785502833036,0.0089831919452295,0.4671947264310819,,-1.8449550526105845,1.1817783256329562,1.1817783256329562,2.807528472817218e-13,3.81892301029946e-14,3.81892301029946e-14,8.474429666214855e-13,5.285065307230455e-13,5.285065307230455e-13,1.2813030419758348e-17,3.189285705994183e-13,3.189285705994183e-13,2.9229988628806378e-15,3.160069161695606e-13,3.160069161695606e-13,5.6010249137738855e-14,2.629381427455789e-13,2.629381427455789e-13,5.893970031537758e-14,2.6001007415720596e-13,2.6001007415720596e-13,16.922380938157925,245.1987360240172,366.98558337632613,2CXO J120746.1+430736,181.94214696554843,43.12687078851487,0.003162164,0.0132,67,6.258944598791045e+39,8.513690165545401e+38,6079.978,98.60386,4.617662223148205,0.6325632168503462,False,206558001010003.0,4.0,106558005010004.0,0655800501,62274.0,181.94223427954,43.126322819057,15173.0,4XMM J120746.1+430735,181.94214696554843,43.12687078851487,J120746.1+430736,53120.0,353.0,1450.0,2CXO J120746.1+430736,27593,2022-12-05,9.8
803,True,main,604.7473830725361,0.0336026217461726,,,1.7364665840274776,,,7.390288113504778e-14,5.738599384295233e-15,5.738599384295233e-15,5.3310078621147197e-14,2.633303871569773e-14,2.633303871569773e-14,6.968881336754201e-15,7.267432766706153e-14,7.267432766706153e-14,2.8643462652500725e-14,5.0997634087799165e-14,5.0997634087799165e-14,2.3744919519105942e-14,5.5898128848285863e-14,5.5898128848285863e-14,5.933980151673875e-14,2.0303314077257436e-14,2.0303314077257436e-14,12.091929621770728,336.79978709386285,491.0305445193251,2CXO J122433.5+124851,186.13973781231755,12.814245470158646,0.4977736,0.0306,208,7.170950525641858e+43,5.568282540441356e+42,32.78168,1.083189,225.4395782493386,19.02450318584071,False,206733101015018.0,20.0,106733101015018.0,0673310101,62646.0,186.13965802993,12.81413339033,115126.0,4XMM J122433.5+124851,186.13973781231755,12.814245470158646,J122433.5+124851,55956.0,824.0,5399.0,2CXO J122433.5+124851,803,2000-05-19,28.5
803,True,main,604.7473830725361,0.0336026217461726,,,1.7364665840274776,,,7.390288113504778e-14,5.738599384295233e-15,5.738599384295233e-15,5.3310078621147197e-14,2.633303871569773e-14,2.633303871569773e-14,6.968881336754201e-15,7.267432766706153e-14,7.267432766706153e-14,2.8643462652500725e-14,5.0997634087799165e-14,5.0997634087799165e-14,2.3744919519105942e-14,5.5898128848285863e-14,5.5898128848285863e-14,5.933980151673875e-14,2.0303314077257436e-14,2.0303314077257436e-14,12.091929621770728,336.79978709386285,491.0305445193251,2CXO J122433.5+124851,186.13973781231755,12.814245470158646,0.4977736,0.0306,208,7.170950525641858e+43,5.568282540441356e+42,32.78168,1.083189,225.4395782493386,19.02450318584071,False,206733101015018.0,12.0,108218002010012.0,0821800201,69533.0,186.13989455114,12.81426778368,122759.0,4XMM J122433.5+124851,186.13973781231755,12.814245470158646,J122433.5+124851,55956.0,824.0,5399.0,2CXO J122433.5+124851,803,2000-05-19,28.5
803,True,main,604.7473830725361,0.0336026217461726,,,1.7364665840274776,,,7.390288113504778e-14,5.738599384295233e-15,5.738599384295233e-15,5.3310078621147197e-14,2.633303871569773e-14,2.633303871569773e-14,6.968881336754201e-15,7.267432766706153e-14,7.267432766706153e-14,2.8643462652500725e-14,5.0997634087799165e-14,5.0997634087799165e-14,2.3744919519105942e-14,5.5898128848285863e-14,5.5898128848285863e-14,5.933980151673875e-14,2.0303314077257436e-14,2.0303314077257436e-14,12.091929621770728,336.79978709386285,491.0305445193251,2CXO J122433.5+124851,186.13973781231755,12.814245470158646,0.4977736,0.0306,208,7.170950525641858e+43,5.568282540441356e+42,32.78168,1.083189,225.4395782493386,19.02450318584071,False,206733101015018.0,12.0,108218003010012.0,0821800301,69548.0,186.13988956809,12.814351039504,131333.0,4XMM J122433.5+124851,186.13973781231755,12.814245470158646,J122433.5+124851,55956.0,824.0,5399.0,2CXO J122433.5+124851,803,2000-05-19,28.5
803,True,main,604.7473830725361,0.0336026217461726,,,1.7364665840274776,,,7.390288113504778e-14,5.738599384295233e-15,5.738599384295233e-15,5.3310078621147197e-14,2.633303871569773e-14,2.633303871569773e-14,6.968881336754201e-15,7.267432766706153e-14,7.267432766706153e-14,2.8643462652500725e-14,5.0997634087799165e-14,5.0997634087799165e-14,2.3744919519105942e-14,5.5898128848285863e-14,5.5898128848285863e-14,5.933980151673875e-14,2.0303314077257436e-14,2.0303314077257436e-14,12.091929621770728,336.79978709386285,491.0305445193251,2CXO J122433.5+124851,186.13973781231755,12.814245470158646,0.4977736,0.0306,208,7.170950525641858e+43,5.568282540441356e+42,32.78168,1.083189,225.4395782493386,19.02450318584071,False,206733101015018.0,12.0,108218001010012.0,0821800101,69511.0,186.13990975808,12.814173524545,130200.0,4XMM J122433.5+124851,186.13973781231755,12.814245470158646,J122433.5+124851,55956.0,824.0,5399.0,2CXO J122433.5+124851,803,2000-05-19,28.5
10875,True,res,508.2369357528133,0.0003450582984633,0.0205459704396266,,1.9,,,2.16348671688804e-14,3.389928149389495e-15,3.389928149389495e-15,1.3241122485653424e-14,1.1781602182166346e-14,1.1781602182166346e-14,2.9834031592526826e-15,2.2039359502588504e-14,2.2039359502588504e-14,9.010754212624591e-15,1.6013946178842153e-14,1.6013946178842153e-14,6.199002290775081e-15,1.8825559244875853e-14,1.8825559244875853e-14,1.8209011400785933e-14,6.812975903513921e-15,6.812975903513921e-15,ERROR,ERROR,ERROR,2CXO J122839.0+440150,187.1628053080542,44.03059594409195,0.38652852,0.0331,88,1.148423841883769e+43,1.799444516410814e+42,49.30468,5.063025,43.87994642472155,8.220451198850167,False,201125217010043.0,14.0,108244508010014.0,0824450801,69005.0,187.16284612121,44.030369667782,83763.0,4XMM J122839.0+440149,187.1628053080542,44.03059594409195,J122839.0+440150,56367.0,414.0,6636.0,2CXO J122839.0+440150,10875,2009-03-07,59.4
10875,True,res,508.2369357528133,0.0003450582984633,0.0205459704396266,,1.9,,,2.16348671688804e-14,3.389928149389495e-15,3.389928149389495e-15,1.3241122485653424e-14,1.1781602182166346e-14,1.1781602182166346e-14,2.9834031592526826e-15,2.2039359502588504e-14,2.2039359502588504e-14,9.010754212624591e-15,1.6013946178842153e-14,1.6013946178842153e-14,6.199002290775081e-15,1.8825559244875853e-14,1.8825559244875853e-14,1.8209011400785933e-14,6.812975903513921e-15,6.812975903513921e-15,ERROR,ERROR,ERROR,2CXO J122839.0+440150,187.1628053080542,44.03059594409195,0.38652852,0.0331,88,1.148423841883769e+43,1.799444516410814e+42,49.30468,5.063025,43.87994642472155,8.220451198850167,False,201125217010043.0,16.0,108910202010016.0,0891020201,72296.0,187.16263144836,44.03041118532,38062.0,4XMM J122839.0+440149,187.1628053080542,44.03059594409195,J122839.0+440150,56367.0,414.0,6636.0,2CXO J122839.0+440150,10875,2009-03-07,59.4
10875,True,res,508.2369357528133,0.0003450582984633,0.0205459704396266,,1.9,,,2.16348671688804e-14,3.389928149389495e-15,3.389928149389495e-15,1.3241122485653424e-14,1.1781602182166346e-14,1.1781602182166346e-14,2.9834031592526826e-15,2.2039359502588504e-14,2.2039359502588504e-14,9.010754212624591e-15,1.6013946178842153e-14,1.6013946178842153e-14,6.199002290775081e-15,1.8825559244875853e-14,1.8825559244875853e-14,1.8209011400785933e-14,6.812975903513921e-15,6.812975903513921e-15,ERROR,ERROR,ERROR,2CXO J122839.0+440150,187.1628053080542,44.03059594409195,0.38652852,0.0331,88,1.148423841883769e+43,1.799444516410814e+42,49.30468,5.063025,43.87994642472155,8.220451198850167,False,201125217010043.0,44.0,101125217010043.0,0112521701,55737.0,187.16271713912,44.030487319998,13000.0,4XMM J122839.0+440149,187.1628053080542,44.03059594409195,J122839.0+440150,56367.0,414.0,6636.0,2CXO J122839.0+440150,10875,2009-03-07,59.4
8059,True,main,540.8304192502372,0.0016095573555273,0.0374065311760663,,2.1067213172342583,0.1437341061804426,0.1437341061804426,8.856535248751589e-13,6.197247454774689e-14,6.197247454774689e-14,4.2540011140795897e-13,5.222253560502408e-13,5.222253560502408e-13,1.8013237805711878e-13,7.675012390623703e-13,7.675012390623703e-13,3.9069235035330116e-13,5.569330472617665e-13,5.569330472617665e-13,2.111016226744557e-13,7.365237893058471e-13,7.365237893058471e-13,7.816674390712836e-13,1.6597062642831282e-13,1.6597062642831282e-13,10.307951795723834,315.22032370795256,479.04057615773377,2CXO J122926.4+132019,187.36011424055027,13.338855877751085,0.15246907,0.0197,222,5.668105153532949e+43,3.966184207427931e+42,610.6893,25.80593,145.0252239355035,11.85485222781782,False,208802702010001.0,1.0,108802702010001.0,0880270201,71579.0,187.3601356927,13.339001697881,14511.0,4XMM J122926.4+132020,187.36011424055027,13.338855877751085,J122926.4+132019,53166.0,441.0,1615.0,2CXO J122926.4+132019,8059,2008-02-20,5.1
5527b,True,res,1653.1393069167157,0.0,0.0086213813552102,,1.9,,,1.0262786529428289e-12,4.23520269592026e-14,4.23520269592026e-14,6.10367314137719e-13,4.582626517502547e-13,4.582626517502547e-13,1.565027155103755e-13,9.12127697056418e-13,9.12127697056418e-13,4.2515444587796226e-13,6.434661585048617e-13,6.434661585048617e-13,2.8612362162631183e-13,7.824991038211469e-13,7.824991038211469e-13,8.677961688789117e-13,2.0082649281110018e-13,2.0082649281110018e-13,ERROR,ERROR,ERROR,2CXO J130852.2+212819,197.2178347046571,21.47195866496753,0.4115228,0.0225,664,6.318810820286034e+44,2.6076197282626644e+43,43.93475,5.550292,2335.9155405296005,310.4428040137214,False,203059003010035.0,39.0,103059003010035.0,0305900301,58741.0,197.21763017521,21.472264825923,12937.0,4XMM J130852.2+212818,197.2178347046571,21.47195866496753,J130852.2+212819,56066.0,251.0,5992.0,2CXO J130852.2+212819,5527,2005-07-10,5.0
5527b,True,res,1653.1393069167157,0.0,0.0086213813552102,,1.9,,,1.0262786529428289e-12,4.23520269592026e-14,4.23520269592026e-14,6.10367314137719e-13,4.582626517502547e-13,4.582626517502547e-13,1.565027155103755e-13,9.12127697056418e-13,9.12127697056418e-13,4.2515444587796226e-13,6.434661585048617e-13,6.434661585048617e-13,2.8612362162631183e-13,7.824991038211469e-13,7.824991038211469e-13,8.677961688789117e-13,2.0082649281110018e-13,2.0082649281110018e-13,ERROR,ERROR,ERROR,2CXO J130852.2+212819,197.2178347046571,21.47195866496753,0.4115228,0.0225,664,6.318810820286034e+44,2.6076197282626644e+43,43.93475,5.550292,2335.9155405296005,310.4428040137214,False,203059003010035.0,10.0,104028503010010.0,0402850301,59163.0,197.21843607303,21.471848505308,5171.0,4XMM J130852.2+212818,197.2178347046571,21.47195866496753,J130852.2+212819,56066.0,251.0,5992.0,2CXO J130852.2+212819,5527,2005-07-10,5.0
2197,True,ERROR,556.7443251548125,0.0001972139150727,,,-0.4223679602629191,,,3.335913800598511e-14,7.507025896296412e-15,7.507025896296412e-15,6.580648248382561e-14,2.4939603200899293e-14,2.4939603200899293e-14,4.259800415926465e-17,4.08210016128268e-14,4.08210016128268e-14,1.776933050622134e-15,3.9089035902570924e-14,3.9089035902570924e-14,1.0605120493545568e-14,3.025825331810248e-14,3.025825331810248e-14,1.2418780401736951e-14,2.8447961269582513e-14,2.8447961269582513e-14,11.94297081194684,320.0216854878989,392.8754107458326,2CXO J131605.2+420244,199.0217658120117,42.04577589347901,0.3983171,0.0329,104,1.9011267863051248e+43,4.278230454988009e+42,33.20541,6.634087,100.46296072231938,30.232047122813267,False,204050803010051.0,52.0,104050803010051.0,0405080301,59381.0,199.02132004864,42.045119579312,39004.0,4XMM J131605.2+420244,199.0217658120117,42.04577589347901,J131605.2+420244,56368.0,152.0,6620.0,2CXO J131605.2+420244,2197,2001-08-27,28.0
2197,True,ERROR,556.7443251548125,0.0001972139150727,,,-0.4223679602629191,,,3.335913800598511e-14,7.507025896296412e-15,7.507025896296412e-15,6.580648248382561e-14,2.4939603200899293e-14,2.4939603200899293e-14,4.259800415926465e-17,4.08210016128268e-14,4.08210016128268e-14,1.776933050622134e-15,3.9089035902570924e-14,3.9089035902570924e-14,1.0605120493545568e-14,3.025825331810248e-14,3.025825331810248e-14,1.2418780401736951e-14,2.8447961269582513e-14,2.8447961269582513e-14,11.94297081194684,320.0216854878989,392.8754107458326,2CXO J131605.2+420244,199.0217658120117,42.04577589347901,0.3983171,0.0329,104,1.9011267863051248e+43,4.278230454988009e+42,33.20541,6.634087,100.46296072231938,30.232047122813267,False,204050803010051.0,105.0,108851801010105.0,0885180101,71920.0,199.02198794915,42.046222677062,129709.0,4XMM J131605.2+420244,199.0217658120117,42.04577589347901,J131605.2+420244,56368.0,152.0,6620.0,2CXO J131605.2+420244,2197,2001-08-27,28.0
10561,True,res,419.7189014897255,0.0,0.0028814420489201,,1.9,,,3.5309537109345097e-13,3.87232700670569e-14,3.87232700670569e-14,2.0634234658265777e-13,1.854760201043901e-13,1.854760201043901e-13,5.715512931746293e-14,3.346642046627727e-13,3.346642046627727e-13,1.4556831325541418e-13,2.4625066504702473e-13,2.4625066504702473e-13,9.6760094150541e-14,2.950483283043048e-13,2.950483283043048e-13,2.9944356954607397e-13,9.237491429351396e-14,9.237491429351396e-14,ERROR,ERROR,ERROR,2CXO J134736.4+173404,206.90166743381383,17.56793972168584,0.04472583,0.0162,97,1.6784384368503125e+42,1.840710193390835e+41,1941.846,21.38609,18.183489890210193,2.0041775255994714,False,201445701010002.0,3.0,106711507010003.0,0671150701,62490.0,206.90179052961,17.567732940018,9082.0,4XMM J134736.4+173404,206.90166743381383,17.56793972168584,J134736.4+173404,54233.0,442.0,2742.0,2CXO J134736.4+173404,10561,2008-11-29,2.0
10561,True,res,419.7189014897255,0.0,0.0028814420489201,,1.9,,,3.5309537109345097e-13,3.87232700670569e-14,3.87232700670569e-14,2.0634234658265777e-13,1.854760201043901e-13,1.854760201043901e-13,5.715512931746293e-14,3.346642046627727e-13,3.346642046627727e-13,1.4556831325541418e-13,2.4625066504702473e-13,2.4625066504702473e-13,9.6760094150541e-14,2.950483283043048e-13,2.950483283043048e-13,2.9944356954607397e-13,9.237491429351396e-14,9.237491429351396e-14,ERROR,ERROR,ERROR,2CXO J134736.4+173404,206.90166743381383,17.56793972168584,0.04472583,0.0162,97,1.6784384368503125e+42,1.840710193390835e+41,1941.846,21.38609,18.183489890210193,2.0041775255994714,False,201445701010002.0,2.0,106511402010002.0,0651140201,61825.0,206.90197606998,17.567606895639,12668.0,4XMM J134736.4+173404,206.90166743381383,17.56793972168584,J134736.4+173404,54233.0,442.0,2742.0,2CXO J134736.4+173404,10561,2008-11-29,2.0
10561,True,res,419.7189014897255,0.0,0.0028814420489201,,1.9,,,3.5309537109345097e-13,3.87232700670569e-14,3.87232700670569e-14,2.0634234658265777e-13,1.854760201043901e-13,1.854760201043901e-13,5.715512931746293e-14,3.346642046627727e-13,3.346642046627727e-13,1.4556831325541418e-13,2.4625066504702473e-13,2.4625066504702473e-13,9.6760094150541e-14,2.950483283043048e-13,2.950483283043048e-13,2.9944356954607397e-13,9.237491429351396e-14,9.237491429351396e-14,ERROR,ERROR,ERROR,2CXO J134736.4+173404,206.90166743381383,17.56793972168584,0.04472583,0.0162,97,1.6784384368503125e+42,1.840710193390835e+41,1941.846,21.38609,18.183489890210193,2.0041775255994714,False,201445701010002.0,3.0,106511404010003.0,0651140401,61827.0,206.90227248178,17.567582925883,7668.0,4XMM J134736.4+173404,206.90166743381383,17.56793972168584,J134736.4+173404,54233.0,442.0,2742.0,2CXO J134736.4+173404,10561,2008-11-29,2.0
